,X,Y,H
263,683882.7921596423,5092464.713779709,-15.899666043561536
264,683882.8123929757,5092464.664446375,-15.875443821501952
265,683882.8643263102,5092464.64550193,-16.13476604344237
266,683882.9801485324,5092464.629557486,-16.128466043382772
267,683882.8835707547,5092464.820724153,-16.402066043323167
268,683882.9774596442,5092464.764001929,-16.742566043248647
269,683883.0800485333,5092464.777113039,-16.921666043189028
270,683883.1114263117,5092464.725057484,-16.763488266129393
271,683883.0797485339,5092464.712835262,-17.216766043069754
272,683883.0977707563,5092464.752446371,-17.0489660430101
273,683883.0431596456,5092464.810057482,-17.21978826593553
274,683882.9743152008,5092464.818113036,-17.45036604287586
275,683882.9940929795,5092464.785779703,-17.078366042816185
276,683882.9413485357,5092464.772779702,-17.1532660427565
277,683882.9738596469,5092464.726779702,-17.034910487696802
278,683882.9829485362,5092464.724224146,-16.799810487637096
279,683883.0765929807,5092464.686224145,-16.793210487562458
280,683883.0292485369,5092464.602501922,-16.496310487502733
281,683882.9922374262,5092464.588057477,-16.205210487443004
282,683882.9480707597,5092464.718501922,-16.587110487383267
283,683882.9002929819,5092464.776668587,-16.498710487323518
284,683882.9633596491,5092464.842279698,-16.47283270926376
285,683883.1215707605,5092464.849168587,-16.373532709203996
286,683883.053104094,5092464.877057474,-16.352532709129274
287,683882.9577596502,5092464.757224142,-16.28453270906949
288,683882.8788818724,5092464.760057474,-16.405532709009698
289,683882.8677263176,5092464.67072414,-16.236032708949896
290,683882.7205040952,5092464.775668584,-16.270132708890085
291,683882.6231485405,5092464.772335249,-16.40665493083027
292,683882.6408485407,5092464.777724139,-16.61625493077044
293,683882.657781874,5092464.705557471,-16.790054930710603
294,683882.6449707635,5092464.586113026,-16.940054930650764
295,683882.6304374307,5092464.713113025,-17.02183270857594
296,683882.765304097,5092464.824557469,-17.030932708516076
297,683882.8084707643,5092464.836279691,-17.002754930456206
298,683882.7307263206,5092464.88527969,-16.795554930396325
299,683882.8835040979,5092464.86927969,-17.080232708336435
300,683883.0716818762,5092464.966557467,-17.006532708276534
301,683883.1045152094,5092464.931724134,-16.891232708216627
302,683883.2908707659,5092464.838335244,-16.83013270815671
303,683883.2174929882,5092464.816668576,-16.65145493009679
304,683883.1823929884,5092464.798279687,-16.649554930036857
305,683883.1559152107,5092464.737168576,-16.77833270797691
306,683883.1603374343,5092464.761501907,-16.932654929916964
307,683883.1342374345,5092464.775557464,-16.684254929857005
308,683883.0761374347,5092464.848613017,-16.662632707797037
309,683882.9623818789,5092464.769390795,-16.60863270773706
310,683882.9653041016,5092464.813890795,-16.659032707677074
311,683882.8455041018,5092464.874835238,-16.853632707617084
312,683882.885726325,5092464.893335239,-16.891110485557082
313,683882.9360485472,5092464.964835238,-16.983032707482067
314,683882.8756707697,5092464.947446348,-17.010410485422046
315,683882.9137707701,5092464.8924463475,-17.007810485362015
316,683882.9294263262,5092464.881557457,-17.066632707301977
317,683883.0685041036,5092464.93777968,-17.164832707241928
318,683883.0091041038,5092465.033668568,-17.190632707181873
319,683883.1416818822,5092464.970113011,-17.30143270712181
320,683883.0664041046,5092465.151279678,-16.881532707061734
321,683882.9485263277,5092465.092890788,-16.674332707016674
322,683882.98884855,5092465.087946344,-16.442632706956584
323,683882.9073374395,5092465.131724121,-16.56603270689649
324,683882.8456041057,5092465.174390787,-16.57053270683638
325,683882.7517707731,5092465.044057453,-16.58703270677627
326,683882.7295152172,5092464.992001897,-16.748732706716147
327,683882.8288374405,5092464.77283523,-16.685832706656015
328,683883.009270774,5092464.708390784,-16.692532706595873
329,683883.0935263302,5092464.632668562,-16.626832706535726
330,683883.0389041075,5092464.624668561,-16.557032706475567
331,683882.9993374419,5092464.654668561,-16.711932706415404
332,683882.9596707751,5092464.68766856,-16.59165492835523
333,683883.0128041086,5092464.753668559,-16.652332706295045
334,683882.9896596647,5092464.872946337,-16.73823270623485
335,683883.0347485541,5092464.992113003,-16.84663270617465
336,683883.0156818873,5092465.111446337,-17.210154928114445
337,683882.9563929986,5092465.027668557,-17.109610484054226
338,683882.8832041101,5092465.096335223,-16.984910483993996
339,683882.9016374443,5092465.023557446,-17.135332705933763
340,683882.9508707776,5092464.828779667,-17.12951048388858
341,683882.8561263338,5092464.616390778,-16.771010483828327
342,683882.737781889,5092464.492835222,-16.45881048376807
343,683882.7113818895,5092464.442557443,-16.450710483707798
344,683882.7881596677,5092464.373279665,-16.311110483647525
345,683882.8779041121,5092464.570112997,-16.29121048358724
346,683882.9238707793,5092464.746057441,-16.335010483526943
347,683882.9182152236,5092464.762001885,-16.50211048346664
348,683882.909815224,5092464.760112995,-16.77493270540633
349,683882.9753374474,5092464.712390773,-16.76063270536109
350,683882.9964374476,5092464.630112994,-16.787832705300765
351,683882.9123818919,5092464.566446329,-16.92653270524043
352,683882.9255596701,5092464.600057438,-16.92563270518008
353,683882.9758485595,5092464.59739077,-16.917832705119732
354,683883.039759671,5092464.806279659,-17.04103270505937
355,683882.9980707822,5092464.730724103,-16.814032704999
356,683882.9905041154,5092464.777446325,-16.625632704953716
357,683882.9706374496,5092465.056446324,-16.854732704893333
358,683883.0663263389,5092465.172168546,-16.751632704832936
359,683883.0584596725,5092464.995890767,-16.47783270477253
360,683883.0231596727,5092464.9317241,-16.575632704712124
361,683882.9770041169,5092464.976001877,-16.592732704651702
362,683882.8834485621,5092464.872279654,-16.33673270460638
363,683883.0369374513,5092464.838001876,-16.673732704545944
364,683883.0741818956,5092464.895168543,-16.7153327044855
365,683883.0865041182,5092464.91544632,-16.83833270442505
366,683883.2210485634,5092464.780001875,-16.961932704364585
367,683883.1549930077,5092464.896279652,-17.144432704319236
368,683883.199559675,5092464.8835574305,-17.028132704258756
369,683883.1187596753,5092464.86166854,-17.224232704198272
370,683883.1065818975,5092464.898057427,-17.127510482137776
371,683883.0713485649,5092464.805168539,-17.0207104820924
372,683883.0951707872,5092464.724446316,-17.128010482031893
373,683883.0615152314,5092464.612612982,-16.968910481971374
374,683883.1031818987,5092464.717668537,-17.00618825991085
375,683883.038215232,5092464.836168538,-17.20218825985031
376,683883.0367818992,5092464.952668536,-16.918066036804905
377,683883.0858152325,5092464.915724091,-16.950766036744355
378,683883.0620485669,5092464.925501868,-17.18164381468379
379,683883.0913041222,5092464.969946313,-17.055743814623224
380,683883.0394041225,5092464.9629463125,-17.077521592577792
381,683882.9943596787,5092465.16222409,-17.250899370517207
382,683882.944948568,5092465.063779643,-17.513399370456618
383,683883.0117485683,5092465.009501865,-17.316477147396014
384,683883.0991041235,5092464.985501864,-17.218954925350555
385,683883.163281902,5092464.97494631,-17.24035492528994
386,683883.2685596802,5092464.937279642,-17.177432703229314
387,683883.1317930134,5092464.870390751,-16.85461048118384
388,683883.0572263477,5092464.74777964,-16.5533104811232
389,683882.941537459,5092464.558001862,-16.72001048106255
390,683882.9251707923,5092464.434168529,-16.773566036001892
391,683882.9442485705,5092464.327057417,-16.708788258956396
392,683882.9838263489,5092464.314112972,-16.642066035895716
393,683883.1029485712,5092464.343335194,-16.539166035835034
394,683883.1610263495,5092464.488557415,-16.541866035789518
395,683883.0327707938,5092464.509057416,-16.47344381372882
396,683883.0836152381,5092464.529279635,-16.580143813668116
397,683883.1623374613,5092464.613779636,-16.62594381362258
398,683883.1503263505,5092464.726835191,-17.040843813561857
399,683883.0485930168,5092464.8678907445,-16.931943813501128
400,683883.067548573,5092464.930946302,-17.102921591455576
401,683883.0387485735,5092465.0174463,-17.22172159139483
402,683883.0049041287,5092464.792112966,-17.198921591334074
403,683882.9080819071,5092464.7479463,-16.9877993692885
404,683882.8859819074,5092464.70916852,-16.85082159122773
405,683882.8330485746,5092464.507835187,-16.582921591166954
406,683882.7232596858,5092464.451835186,-16.497221591121363
407,683882.762926353,5092464.391835186,-16.23512159106057
408,683882.8617263533,5092464.406724074,-16.380143813014968
409,683882.9111485758,5092464.506057407,-16.613843812954155
410,683882.872248576,5092464.585835184,-16.47594381289334
411,683882.8617041314,5092464.721057406,-16.53064381284772
412,683882.9618041316,5092464.590668517,-16.488966034786884
413,683883.0365485769,5092464.665835182,-16.943466034726043
414,683883.0485930211,5092464.603501848,-17.025366034680403
415,683883.0356374664,5092464.544612958,-16.932188257619547
416,683883.0669819106,5092464.434446292,-16.9208104795739
417,683883.0597930218,5092464.442279625,-16.650088257513026
418,683883.1214263561,5092464.371501846,-16.639510479452145
419,683882.9949596897,5092464.289279624,-16.443532701406475
420,683883.0183708009,5092464.314335179,-16.86723270134558
421,683882.9243041342,5092464.396335178,-16.898354923299898
422,683882.8405708014,5092464.419335178,-16.735454923238986
423,683882.8799374687,5092464.421390732,-16.689854923193295
424,683882.862137469,5092464.393835178,-16.743577145132367
425,683882.9023374692,5092464.448557398,-16.62539936807143
426,683882.9249930243,5092464.480168508,-16.16362159002572
427,683882.9374596915,5092464.345057397,-15.931643811964767
428,683883.004659692,5092464.511612952,-16.118843811919046
429,683883.0751930252,5092464.332057396,-16.19476603385808
430,683882.9620041364,5092464.369779617,-16.17868825681235
431,683882.994193026,5092464.452779617,-16.442410478751366
432,683883.0530819154,5092464.268890727,-16.35413270070562
433,683883.0672708044,5092464.231668504,-16.663954922644628
434,683883.0479819158,5092464.267168505,-16.848354922598872
435,683883.090304138,5092464.382390725,-17.167477144537855
436,683883.1389708052,5092464.318612947,-17.25329936749209
437,683883.2086596945,5092464.239724059,-17.21727714443106
438,683883.1681819167,5092464.265168502,-16.978399367370017
439,683883.169570806,5092464.317168502,-16.75882158932423
440,683883.1694819173,5092464.121057389,-16.81302158926318
441,683883.1505708065,5092464.127779612,-16.76272158921738
442,683883.0357152506,5092463.958668499,-16.665643811171584
443,683883.0000263631,5092463.892446279,-16.57144381111051
444,683883.0101596963,5092464.068946277,-16.707166033064695
445,683883.0233374748,5092464.233279609,-16.852688256003603
446,683883.023737475,5092464.34850183,-16.81508825595778
447,683883.0265930303,5092464.504835164,-16.766510477896674
448,683883.0466708086,5092464.412557387,-16.772110477850838
449,683883.1455708089,5092464.397946274,-16.902810477789718
450,683883.1581374761,5092464.522946273,-16.92781047774387
451,683883.2770485872,5092464.470612939,-16.701088255682727
452,683883.2432263655,5092464.514557383,-16.79998825563687
453,683883.2625041428,5092464.396224051,-16.813910477575714
454,683883.284059699,5092464.387057382,-16.851066032529843
455,683883.2888041433,5092464.34133516,-16.810388255468673
456,683883.2715819215,5092464.407890715,-16.857810477422795
457,683883.2423596999,5092464.407890714,-16.749910477376904
458,683883.2193597001,5092464.401724047,-16.565632699315717
459,683883.1382374783,5092464.3232796015,-16.487010477269816
460,683883.0616597006,5092464.411668491,-16.429732699208607
461,683883.1203597008,5092464.394557378,-16.275410477162698
462,683883.1015597011,5092464.476446267,-16.405932699101477
463,683883.0857597013,5092464.484890711,-16.444632699055553
464,683883.1222597016,5092464.586335154,-16.576354921009624
465,683883.1590819238,5092464.618612932,-16.70665492094838
466,683883.1476485911,5092464.607890709,-16.685854920902443
467,683883.1587930357,5092464.657890709,-16.65897714284118
468,683883.053537481,5092464.70961293,-16.737654920795233
469,683883.0412041472,5092464.734446263,-16.888677142749273
470,683883.0536152583,5092464.843668485,-17.107677142687994
471,683882.9615263707,5092464.792890706,-16.907877142642022
472,683882.904659704,5092464.74772404,-16.99427714259605
473,683882.8854819261,5092464.600001816,-16.93467714253475
474,683882.8577819264,5092464.460612926,-17.135999365488765
475,683882.9500597047,5092464.365501815,-17.129599365427445
476,683883.06311526,5092464.312946259,-17.233921587381452
477,683883.1013041493,5092464.454668481,-17.34722158733545
478,683883.0546930385,5092464.3772240365,-17.36602158727411
479,683883.0988374838,5092464.4445018135,-17.363843809228094
480,683883.11800415,5092464.532057368,-17.28294380918208
481,683883.1875597063,5092464.533890701,-17.131343809120715
482,683883.1360597064,5092464.4425573675,-16.976643809074684
483,683882.9355930397,5092464.4063907,-16.66154380902865
484,683882.977104151,5092464.378668477,-16.653932697967264
485,683882.9457041513,5092464.464890699,-16.54434380892122
486,683882.9057819295,5092464.555668475,-16.693466030875168
487,683882.9152930408,5092464.7011129195,-16.73915491981376
