Time,DKF,GNSS,F180
3024,-18.54961006,-19.2185,-21.604
3025,-18.4643434,-19.1524,-21.605
3026,-18.35381006,-19.0352,-21.607
3027,-18.34341006,-19.0123,-21.609
3028,-18.12713229,-18.8113,-21.613
3029,-17.8166434,-18.5172,-21.615
3030,-17.91033229,-18.5745,-21.618
3031,-17.96331006,-18.6147,-21.621
3032,-18.1959434,-18.859,-21.624
3033,-18.2364434,-18.9295,-21.626
3034,-18.4273434,-19.0854,-21.629
3035,-18.43771006,-19.1041,-21.633
3036,-18.47283229,-19.152,-21.636
3037,-18.24788784,-18.9215,-21.64
3038,-18.12205451,-18.789,-21.648
3039,-18.10876562,-18.7746,-21.652
3040,-18.1384434,-18.809,-21.655
3041,-18.11141006,-18.7803,-21.658
3042,-18.02851006,-18.6949,-21.664
3043,-17.98573228,-18.6699,-21.667
3044,-18.11232117,-18.7951,-21.67
3045,-18.27886562,-18.9522,-21.675
3046,-18.39697673,-19.0667,-21.68
3047,-18.33128784,-18.9949,-21.682
3048,-18.12019895,-18.7927,-21.686
3049,-17.9268434,-18.5924,-21.689
3050,-18.06837673,-18.7506,-21.693
3051,-17.9809434,-18.659,-21.696
3052,-18.03921006,-18.7081,-21.699
3053,-18.01562117,-18.6834,-21.696
3054,-17.96872117,-18.6265,-21.696
3055,-18.09989895,-18.7599,-21.693
3056,-18.08222117,-18.7425,-21.693
3057,-17.83113228,-18.4953,-21.694
3058,-17.86303228,-18.5347,-21.696
3059,-17.85646562,-18.5248,-21.7
3060,-17.84123228,-18.5029,-21.705
3061,-17.69928784,-18.3779,-21.708
3062,-17.95151006,-18.6229,-21.711
3063,-18.05779895,-18.7253,-21.713
3064,-17.72289895,-18.4029,-21.715
3065,-17.64202117,-18.3123,-21.719
3066,-17.63701006,-18.3084,-21.724
3067,-17.75039895,-18.4004,-21.727
3068,-17.77386562,-18.4397,-21.732
3069,-17.87981006,-18.5562,-21.734
3070,-17.88032117,-18.5456,-21.732
3071,-17.86865451,-18.5531,-21.734
3072,-18.00244339,-18.6655,-21.739
3073,-18.08074339,-18.7563,-21.74
3074,-18.01379895,-18.6738,-21.744
3075,-18.00882117,-18.6716,-21.743
3076,-18.11749895,-18.785,-21.744
3077,-17.83919895,-18.5092,-21.743
3078,-17.73667673,-18.4114,-21.746
3079,-17.82808784,-18.5092,-21.752
3080,-17.94634339,-18.6244,-21.749
3081,-17.90989895,-18.5799,-21.748
3082,-17.98936562,-18.6702,-21.738
3083,-18.07206562,-18.7529,-21.68
3084,-18.12772117,-18.813,-21.618
3085,-18.14604339,-18.8241,-21.561
3086,-17.79233228,-18.4765,-21.516
3087,-17.84284339,-18.5184,-21.48
3088,-17.88217673,-18.5544,-21.449
3089,-17.85486562,-18.5232,-21.426
3090,-17.89558784,-18.5717,-21.405
3091,-17.80353228,-18.4727,-21.394
3092,-17.99544339,-18.671,-21.388
3093,-18.18059895,-18.8481,-21.384
3094,-18.2953545,-18.9798,-21.377
3095,-18.36547673,-19.0277,-21.376
3096,-18.10932117,-18.7796,-21.382
3097,-18.05904339,-18.7446,-21.383
3098,-17.93441006,-18.6283,-21.383
3099,-17.77066562,-18.4465,-21.389
3100,-17.64716562,-18.318,-21.399
3101,-18.03117673,-18.7059,-21.399
3102,-17.90822117,-18.591,-21.408
3103,-17.94192117,-18.6122,-21.415
3104,-18.02033228,-18.6945,-21.416
3105,-17.9052545,-18.5822,-21.418
3106,-18.00324339,-18.6788,-21.426
3107,-18.00107673,-18.6608,-21.427
3108,-18.19603228,-18.8677,-21.422
3109,-18.17717673,-18.8619,-21.429
3110,-18.21349895,-18.8835,-21.434
3111,-18.33581006,-19.0197,-21.43
3112,-18.34056562,-19.0114,-21.432
3113,-18.31601006,-18.9924,-21.444
3114,-18.34862117,-19.0189,-21.438
3115,-18.27839895,-18.9559,-21.44
3116,-18.30417673,-18.9714,-21.445
3117,-18.33819895,-19.0007,-21.438
3118,-18.1757545,-18.8477,-21.437
3119,-18.20162117,-18.8844,-21.448
3120,-18.0838545,-18.7633,-21.44
3121,-18.05624339,-18.7393,-21.437
3122,-18.03843228,-18.7151,-21.444
3123,-17.99553228,-18.6622,-21.44
3124,-18.07931006,-18.7582,-21.435
3125,-17.96258784,-18.6237,-21.449
3126,-17.91547673,-18.5852,-21.439
3127,-17.79916561,-18.4575,-21.439
3128,-17.71461006,-18.386,-21.448
3129,-17.81233228,-18.4965,-21.439
3130,-17.6157545,-18.2977,-21.443
3131,-17.68494339,-18.363,-21.443
3132,-17.73413228,-18.4083,-21.432
3133,-17.66362117,-18.3464,-21.449
3134,-17.84679895,-18.5243,-21.439
3135,-18.02249895,-18.7025,-21.441
3136,-18.06686561,-18.7302,-21.447
3137,-18.32983228,-18.999,-21.434
3138,-18.42266561,-19.0985,-21.451
3139,-18.5547545,-19.2192,-21.441
3140,-18.47852117,-19.1438,-21.447
3141,-18.50908784,-19.1777,-21.449
3142,-18.43782117,-19.1156,-21.442
3143,-18.69928784,-19.3804,-21.45
3144,-18.36976561,-19.0381,-21.438
3145,-18.50329892,-19.1708,-21.455
3146,-18.48406559,-19.1549,-21.433
3147,-18.35448781,-19.0106,-21.456
3148,-17.9953767,-18.6726,-21.434
3149,-17.8583767,-18.5381,-21.455
3150,-17.90616558,-18.5645,-21.444
3151,-17.97789892,-18.6454,-21.452
3152,-17.87362114,-18.5339,-21.453
3153,-17.96153225,-18.6282,-21.447
3154,-18.17705447,-18.829,-21.459
3155,-18.3299767,-18.9947,-21.443
3156,-18.36376558,-19.0446,-21.466
3157,-18.38524336,-19.0558,-21.44
3158,-18.10592114,-18.7862,-21.466
3159,-18.0154767,-18.6627,-21.447
3160,-17.96449892,-18.6495,-21.457
3161,-18.14486558,-18.8282,-21.459
3162,-18.00309892,-18.6956,-21.452
3163,-17.98053225,-18.6472,-21.466
3164,-18.17353225,-18.8427,-21.443
3165,-18.15363225,-18.8228,-21.471
3166,-18.2228767,-18.8751,-21.44
3167,-18.01399892,-18.689,-21.473
3168,-17.73792114,-18.4232,-21.441
3169,-17.88465447,-18.5491,-21.468
3170,-17.71661003,-18.4005,-21.44
3171,-17.94037669,-18.6101,-21.462
3172,-17.99277669,-18.6775,-21.444
3173,-17.97894336,-18.622,-21.465
3174,-17.95722114,-18.625,-21.447
3175,-17.80716558,-18.483,-21.462
3176,-18.00877669,-18.681,-21.453
3177,-18.10884336,-18.7794,-21.456
3178,-17.98491003,-18.6538,-21.463
3179,-17.93082114,-18.5986,-21.453
3180,-17.87996558,-18.5508,-21.461
3181,-17.91691003,-18.5983,-21.446
3182,-17.93235447,-18.6018,-21.463
3183,-18.03819892,-18.7182,-21.443
3184,-18.07675447,-18.7437,-21.46
3185,-18.24781003,-18.9342,-21.444
3186,-17.85782114,-18.5556,-21.455
3187,-18.05221003,-18.7036,-21.446
3188,-18.23275447,-18.9222,-21.449
3189,-18.16905447,-18.826,-21.451
3190,-18.02476558,-18.6881,-21.449
3191,-17.81339892,-18.4784,-21.452
3192,-17.79274336,-18.4708,-21.447
3193,-17.76251003,-18.4389,-21.454
3194,-17.72252114,-18.4028,-21.448
3195,-17.81936558,-18.4977,-21.457
3196,-17.63697669,-18.3117,-21.445
3197,-17.56376558,-18.2296,-21.465
3198,-17.69592114,-18.3837,-21.433
3199,-18.05356558,-18.7269,-21.471
3200,-18.26402114,-18.9168,-21.43
3201,-18.41096558,-19.0993,-21.462
3202,-18.50922114,-19.1795,-21.437
3203,-18.63154336,-19.3021,-21.454
3204,-18.34673225,-19.0184,-21.441
3205,-18.40593225,-19.0926,-21.453
3206,-17.95836558,-18.6192,-21.442
3207,-17.63859892,-18.3186,-21.458
3208,-17.69363225,-18.3603,-21.444
3209,-17.60191003,-18.2858,-21.457
3210,-17.77954336,-18.4326,-21.45
3211,-17.98116558,-18.6395,-21.457
3212,-18.13827669,-18.8255,-21.465
3213,-18.47321003,-19.1771,-21.459
3214,-18.55705447,-19.2315,-21.469
3215,-18.33777669,-18.99,-21.458
3216,-18.22342114,-18.8862,-21.467
3217,-18.12639892,-18.7989,-21.459
3218,-18.11522114,-18.773,-21.465
3219,-17.9731878,-18.6718,-21.463
3220,-17.81381003,-18.4927,-21.455
3221,-17.81671003,-18.4856,-21.469
3222,-17.69182114,-18.3671,-21.443
3223,-17.94454336,-18.6176,-21.471
3224,-18.00959892,-18.6896,-21.431
3225,-18.10885447,-18.7758,-21.483
3226,-18.03341003,-18.7073,-21.441
3227,-18.11966558,-18.813,-21.445
3228,-18.23095447,-18.9304,-21.478
3229,-18.13982114,-18.8226,-21.425
3230,-16.73894268,-17.4245,-21.484
3231,-16.35015379,-17.0246,-21.422
3232,-16.12012046,-16.8104,-21.473
3233,-16.36249823,-17.045,-21.43
3234,-16.29934268,-16.9624,-21.471
3235,-16.52609823,-17.2036,-21.431
3236,-16.78809823,-17.4531,-21.464
3237,-17.00023157,-17.6694,-21.434
3238,-17.10899823,-17.7865,-21.457
3239,-17.00132046,-17.6891,-21.445
3240,-16.83023157,-17.4919,-21.447
3241,-17.07697601,-17.7542,-21.458
3242,-17.04398712,-17.7151,-21.439
3243,-16.72222046,-17.4075,-21.467
3244,-16.81025379,-17.4947,-21.437
3245,-16.69792046,-17.3782,-21.469
3246,-16.5282649,-17.2191,-21.442
3247,-16.50539824,-17.1754,-21.453
3248,-16.40763157,-17.0843,-21.454
3249,-16.43888713,-17.11,-21.44
3250,-16.34080935,-17.0172,-21.469
3251,-16.25247601,-16.9372,-21.439
3252,-16.26899824,-16.9465,-21.462
3253,-16.42128713,-17.0999,-21.439
3254,-16.40652046,-17.0843,-21.443
3255,-16.5935649,-17.2744,-21.444
3256,-16.68612046,-17.3714,-21.439
3257,-16.77957601,-17.4618,-21.452
3258,-16.79553157,-17.4722,-21.438
3259,-16.76267602,-17.4299,-21.45
3260,-16.74703157,-17.4237,-21.449
3261,-16.69382046,-17.3741,-21.441
3262,-16.38997602,-17.0697,-21.461
3263,-16.24769824,-16.9277,-21.437
3264,-16.19570935,-16.8696,-21.458
3265,-16.17973157,-16.8664,-21.448
3266,-16.58450935,-17.2609,-21.438
3267,-16.80939824,-17.4869,-21.453
3268,-16.84796491,-17.5263,-21.438
3269,-16.71298713,-17.3866,-21.452
3270,-16.66643157,-17.3481,-21.437
3271,-16.73354268,-17.4066,-21.461
3272,-16.80223157,-17.4814,-21.443
3273,-16.73897602,-17.4212,-21.444
3274,-16.5462538,-17.2332,-21.473
3275,-16.61937602,-17.3016,-21.443
3276,-16.56884269,-17.2569,-21.436
3277,-16.44897602,-17.1337,-21.462
3278,-16.60952046,-17.2848,-21.446
3279,-16.63762046,-17.3129,-21.428
3280,-16.97650935,-17.6529,-21.449
3281,-16.95888713,-17.64,-21.45
3282,-16.97408713,-17.6452,-21.425
3283,-16.9622538,-17.6492,-21.431
3284,-17.19536491,-17.8687,-21.459
3285,-17.10153158,-17.7857,-21.432
3286,-17.18562047,-17.8634,-21.414
3287,-17.02600935,-17.7099,-21.447
3288,-17.02354269,-17.6941,-21.458
3289,-16.82628713,-17.5124,-21.416
3290,-16.75888713,-17.435,-21.409
3291,-16.59466491,-17.2705,-21.443
3292,-16.69654269,-17.3771,-21.432
3293,-16.53837602,-17.2131,-21.401
3294,-16.72774269,-17.4033,-21.416
3295,-16.57946491,-17.2678,-21.432
3296,-16.51693158,-17.2161,-21.428
3297,-16.5190538,-17.196,-21.418
3298,-16.46006491,-17.1234,-21.429
3299,-16.50420936,-17.1781,-21.43
3300,-16.58762047,-17.2654,-21.426
3301,-16.73868714,-17.4198,-21.423
3302,-16.89014269,-17.5682,-21.423
3303,-16.96150936,-17.6404,-21.422
3304,-17.05442047,-17.7347,-21.426
3305,-17.05753158,-17.7367,-21.436
3306,-16.92347602,-17.6032,-21.436
3307,-17.11458714,-17.8032,-21.445
3308,-17.29412047,-17.9469,-21.443
3309,-17.03247602,-17.7297,-21.435
3310,-17.06047602,-17.7552,-21.436
3311,-17.31950936,-18.0084,-21.437
3312,-17.29149825,-17.9815,-21.444
3313,-17.47662047,-18.1569,-21.447
3314,-17.59340936,-18.2673,-21.446
3315,-17.46138714,-18.1625,-21.442
3316,-17.37612047,-18.0414,-21.442
3317,-17.20289825,-17.9029,-21.445
3318,-17.30699825,-17.932,-21.447
3319,-17.03743158,-17.7341,-21.448
3320,-16.61779825,-17.3003,-21.446
3321,-16.45686492,-17.1327,-21.451
3322,-17.49203158,-18.1637,-21.453
3323,-17.29750936,-17.9739,-21.446
3324,-17.03217603,-17.7119,-21.449
3325,-17.07482047,-17.7501,-21.451
3326,-16.64710936,-17.321,-21.445
3327,-16.08352047,-16.7663,-21.446
3328,-15.7621427,-16.4702,-21.441
3329,-16.48975381,-17.2392,-21.442
3330,-16.46827603,-17.1955,-21.441
3331,-16.64623158,-17.3204,-21.441
3332,-16.48222047,-17.1775,-21.439
3333,-16.29866492,-16.997,-21.446
3334,-16.34880936,-17.0752,-21.445
3335,-16.38629825,-17.0763,-21.444
3336,-16.79619825,-17.4412,-21.443
3337,-16.75267603,-17.3849,-21.439
3338,-16.76989825,-17.4549,-21.442
3339,-16.7917427,-17.4773,-21.446
3340,-16.97200936,-17.6559,-21.443
3341,-16.62545381,-17.3099,-21.442
3342,-16.31206492,-17.0004,-21.444
3343,-16.62446492,-17.2928,-21.439
3344,-16.33446492,-16.9978,-21.44
3345,-16.00316492,-16.6765,-21.444
3346,-16.1479427,-16.831,-21.438
3347,-16.43350937,-17.1174,-21.441
3348,-16.79947603,-17.4842,-21.447
3349,-16.76535401,-17.4498,-21.445
3350,-16.87745381,-17.5619,-21.446
3351,-16.50138734,-17.185,-21.444
3352,-15.3220427,-16.0051,-21.445
3353,-15.77793159,-16.4621,-21.449
3354,-16.39608715,-17.0747,-21.448
3355,-16.66647603,-17.3512,-21.446
3356,-16.89995381,-17.5694,-21.445
3357,-16.38380937,-17.0727,-21.447
3358,-16.59549826,-17.303,-21.448
3359,-16.7215427,-17.4071,-21.447
3360,-16.65109826,-17.3461,-21.441
3361,-16.79073159,-17.4899,-21.45
3362,-16.81803159,-17.5022,-21.445
3363,-16.74248715,-17.5061,-21.44
3364,-16.63283159,-17.3445,-21.44
3365,-16.80652048,-17.5168,-21.438
3366,-16.8201427,-17.5057,-21.444
3367,-16.6145427,-17.3026,-21.439
3368,-16.62890937,-17.3153,-21.438
3369,-16.53249826,-17.2225,-21.434
3370,-16.85345381,-17.5279,-21.433
3371,-16.88695381,-17.5689,-21.437
3372,-16.8019427,-17.485,-21.438
3373,-16.55535382,-17.2423,-21.437
3374,-16.85460937,-17.491,-21.444
3375,-17.0209427,-17.694,-21.45
3376,-16.96766493,-17.661,-21.444
3377,-17.11845382,-17.8029,-21.449
3378,-17.13066493,-17.809,-21.448
3379,-16.86493159,-17.5466,-21.45
3380,-16.26015382,-16.9396,-21.449
3381,-16.06860937,-16.76,-21.453
3382,-16.34445382,-17.0364,-21.455
3383,-16.93185402,-17.6588,-21.455
3384,-16.53015382,-17.2146,-21.457
3385,-16.47258715,-17.2112,-21.459
3386,-16.44026493,-17.1286,-21.463
3387,-16.62386493,-17.3472,-21.458
3388,-16.59577604,-17.3205,-21.454
3389,-16.41890937,-17.1428,-21.458
3390,-16.25367604,-16.9659,-21.458
3391,-16.25094271,-16.954,-21.455
3392,-16.36650937,-17.0729,-21.46
3393,-16.70642049,-17.3567,-21.451
3394,-16.62510938,-17.374,-21.454
3395,-16.96092049,-17.6887,-21.456
3396,-16.83846493,-17.5218,-21.458
3397,-16.6257316,-17.4124,-21.461
3398,-16.7185316,-17.4127,-21.459
3399,-16.5534316,-17.2701,-21.462
3400,-16.53445382,-17.3214,-21.464
3401,-16.80439827,-17.5919,-21.461
3402,-16.80190938,-17.3883,-21.461
3403,-16.73872049,-17.429,-21.463
3404,-16.44217604,-17.1144,-21.462
3405,-16.43280938,-17.1517,-21.459
3406,-16.51439827,-17.1469,-21.456
3407,-16.30269827,-17.0977,-21.456
3408,-16.1230316,-16.8672,-21.456
3409,-15.95308716,-16.6267,-21.456
3410,-16.08060938,-16.6895,-21.458
3411,-15.89975382,-16.7642,-21.456
3412,-15.76955382,-16.524,-21.454
3413,-15.66699827,-16.482,-21.453
3414,-15.91744271,-16.553,-21.451
3415,-16.16412049,-16.7544,-21.453
3416,-16.26845382,-16.9404,-21.451
3417,-16.15762049,-16.7879,-21.451
3418,-16.06132049,-16.7191,-21.452
3419,-15.85732049,-16.5351,-21.449
3420,-15.94532049,-16.6431,-21.45
3421,-15.81002049,-16.4853,-21.45
3422,-15.73954271,-16.4451,-21.45
3423,-15.6901316,-16.4043,-21.453
3424,-15.94267605,-16.6699,-21.454
3425,-15.93240938,-16.6388,-21.456
3426,-15.95706494,-16.6579,-21.453
3427,-15.74576494,-16.4641,-21.453
3428,-15.62795383,-16.3774,-21.457
3429,-15.26926494,-15.9876,-21.453
3430,-15.26462049,-15.9799,-21.457
3431,-15.41815383,-16.1301,-21.455
3432,-15.5121316,-16.2238,-21.456
3433,-15.4084316,-16.1201,-21.458
3434,-15.43758716,-16.1437,-21.456
3435,-15.55650938,-16.2504,-21.455
3436,-15.48605383,-16.1955,-21.462
3437,-15.74333161,-16.455,-21.454
3438,-15.86800938,-16.5894,-21.457
3439,-15.78114272,-16.4942,-21.459
3440,-16.19484272,-16.9054,-21.461
3441,-16.18478716,-16.8959,-21.46
3442,-16.26925383,-16.9812,-21.463
3443,-16.25969827,-16.9722,-21.461
3444,-16.30177605,-17.014,-21.456
3445,-16.08845383,-16.8004,-21.458
3446,,-16.7838,-21.457
,,,-21.455
,,,-21.456
,,,-21.455
,,,-21.455
,,,-21.457
,,,-21.463
,,,-21.461
,,,-21.459
,,,-21.464
,,,-21.461
,,,-21.457
,,,-21.46
,,,-21.456
,,,-21.459
,,,-21.456
,,,-21.459
,,,-21.454
,,,-21.457
,,,-21.455
,,,-21.459
,,,-21.457
,,,-21.457
,,,-21.455
,,,-21.46
,,,-21.46
,,,-21.456
,,,-21.453
,,,-21.452
,,,-21.455
,,,-21.457
,,,-21.455
,,,-21.457
,,,-21.458
,,,-21.455
,,,-21.458
,,,-21.458
,,,-21.46
,,,-21.456
,,,-21.458
,,,-21.462
,,,-21.469
,,,-21.472
,,,-21.467
,,,-21.471
,,,-21.47
,,,-21.471
,,,-21.472
,,,-21.472
,,,-21.468
,,,-21.47
,,,-21.465
,,,-21.464
,,,-21.466
,,,-21.462
,,,-21.459
,,,-21.47
,,,-21.465
,,,-21.458
,,,-21.461
,,,-21.463
,,,-21.462
,,,-21.465
,,,-21.467
,,,-21.465
,,,-21.463
,,,-21.466
,,,-21.463
,,,-21.465
,,,-21.464
,,,-21.465
,,,-21.467
,,,-21.467
,,,-21.47
,,,-21.472
,,,-21.472
,,,-21.469
,,,-21.477
,,,-21.474
,,,-21.474
,,,-21.481
,,,-21.482
,,,-21.478
,,,-21.483
,,,-21.481
,,,-21.482
,,,-21.481
,,,-21.478
,,,-21.478
,,,-21.469
,,,-21.468
,,,-21.465
,,,-21.465
,,,-21.467
,,,-21.465
,,,-21.465
,,,-21.466
,,,-21.469
,,,-21.473
,,,-21.474
,,,-21.48
,,,-21.481
,,,-21.476
,,,-21.479
,,,-21.478
,,,-21.474
,,,-21.472
,,,-21.47
,,,-21.467
,,,-21.469
,,,-21.469
,,,-21.474
,,,-21.477
,,,-21.48
,,,-21.475
,,,-21.468
,,,-21.471
,,,-21.458
,,,-21.453
,,,-21.454
,,,-21.451
,,,-21.455
,,,-21.457
,,,-21.453
,,,-21.454
,,,-21.452
,,,-21.451
,,,-21.452
,,,-21.447
,,,-21.452
,,,-21.451
,,,-21.45
,,,-21.452
,,,-21.45
,,,-21.448
,,,-21.45
,,,-21.453
,,,-21.45
,,,-21.454
,,,-21.451
,,,-21.452
,,,-21.455
,,,-21.458
,,,-21.46
,,,-21.465
,,,-21.463
,,,-21.461
,,,-21.465
,,,-21.459
,,,-21.454
,,,-21.453
,,,-21.445
,,,-21.443
,,,-21.439
,,,-21.434
,,,-21.436
,,,-21.433
,,,-21.447
,,,-21.447
,,,-21.451
,,,-21.457
,,,-21.453
,,,-21.458
,,,-21.451
,,,-21.453
,,,-21.451
,,,-21.454
,,,-21.454
,,,-21.456
,,,-21.459
,,,-21.456
,,,-21.453
,,,-21.447
,,,-21.448
,,,-21.44
,,,-21.441
,,,-21.439
,,,-21.439
,,,-21.438
,,,-21.437
,,,-21.44
,,,-21.437
,,,-21.439
,,,-21.436
,,,-21.439
,,,-21.438
,,,-21.438
,,,-21.435
,,,-21.438
,,,-21.434
,,,-21.435
,,,-21.441
,,,-21.446
,,,-21.444
,,,-21.448
,,,-21.458
,,,-21.451
,,,-21.461
,,,-21.461
,,,-21.468
,,,-21.461
,,,-21.467
,,,-21.467
,,,-21.471
,,,-21.464
,,,-21.461
,,,-21.464
,,,-21.456
,,,-21.455
,,,-21.451
,,,-21.443
,,,-21.43
,,,-21.419
,,,-21.428
,,,-21.422
,,,-21.399
,,,-21.414
,,,-21.421
,,,-21.432
,,,-21.438
,,,-21.445
,,,-21.455
,,,-21.451
,,,-21.45
,,,-21.347
,,,-21.299
,,,-21.288
,,,-21.254
,,,-21.243
,,,-21.239
,,,-21.255
,,,-21.242
,,,-21.237
,,,-21.254
,,,-21.244
,,,-21.235
,,,-21.229
,,,-21.22
,,,-21.209
,,,-21.219
,,,-21.226
,,,-21.23
,,,-21.234
,,,-21.236
,,,-21.238
,,,-21.239
,,,-21.241
,,,-21.244
,,,-21.245
,,,-21.248
,,,-21.249
,,,-21.256
,,,-21.259
,,,-21.242
,,,-21.21
,,,-21.195
,,,-21.168
,,,-21.141
,,,-21.106
,,,-21.071
,,,-21.05
,,,-21.051
,,,-21.05
,,,-21.049
,,,-21.047
,,,-21.047
,,,-21.049
,,,-21.048
,,,-21.039
,,,-21.022
,,,-21.052
,,,-21.06
,,,-21.062
,,,-21.061
,,,-21.064
,,,-21.069
,,,-21.07
,,,-21.069
,,,-21.049
,,,-21.021
,,,-20.979
,,,-20.938
,,,-20.908
,,,-20.884
,,,-20.854
,,,-20.835
,,,-20.815
,,,-20.791
,,,-20.768
,,,-20.737
,,,-20.698
,,,-20.648
,,,-20.601
,,,-20.554
,,,-20.507
,,,-20.465
,,,-20.457
,,,-20.449
,,,-20.445
,,,-20.439
,,,-20.43
,,,-20.421
,,,-20.412
,,,-20.394
,,,-20.381
,,,-20.384
,,,-20.406
,,,-20.415
,,,-20.407
,,,-20.398
,,,-20.387
,,,-20.368
,,,-20.368
,,,-20.364
,,,-20.366
,,,-20.376
,,,-20.373
,,,-20.369
,,,-20.364
,,,-20.358
,,,-20.363
,,,-20.371
,,,-20.383
,,,-20.372
