Time,DKF,GNSS,F180
1686,-16.42044368,-17.0885,-21.233
1687,-17.10977702,-17.792,-21.217
1688,-17.83913257,-18.5358,-21.205
1689,-18.50702146,-19.1823,-21.192
1690,-18.67393257,-19.3431,-21.178
1691,-18.62205479,-19.2965,-21.162
1692,-18.43175479,-19.0912,-21.146
1693,-18.82057702,-19.4978,-21.133
1694,-18.68207702,-19.3643,-21.113
1695,-18.71504368,-19.3781,-21.093
1696,-18.90683257,-19.591,-21.072
1697,-18.58453257,-19.2662,-21.056
1698,-18.69263257,-19.3943,-21.041
1699,-18.95114368,-19.6267,-21.026
1700,-18.76472146,-19.44,-21.008
1701,-18.77706591,-19.4679,-20.991
1702,-18.59016591,-19.261,-20.976
1703,-18.32301035,-18.9944,-20.961
1704,-18.41261035,-19.0865,-20.945
1705,-19.00822146,-19.671,-20.937
1706,-18.98321035,-19.6571,-20.927
1707,-18.54445479,-19.2239,-20.924
1708,-18.18799924,-18.853,-20.922
1709,-18.35866591,-19.017,-20.922
1710,-18.26825479,-18.9327,-20.92
1711,-18.50858813,-19.1797,-20.921
1712,-18.75472146,-19.4525,-20.921
1713,-18.87929924,-19.5393,-20.923
1714,-18.94094378,-19.619,-20.923
1715,-18.80293257,-19.4771,-20.924
1716,-18.72953257,-19.4037,-20.928
1717,-18.76412146,-19.4569,-20.931
1718,-18.59234368,-19.2804,-20.937
1719,-18.82873257,-19.5179,-20.937
1720,-19.15939924,-19.8419,-20.934
1721,-19.13256591,-19.8159,-20.929
1722,-18.33374368,-19.0168,-20.929
1723,-18.6179548,-19.2799,-20.928
1724,-18.99426591,-19.6651,-20.926
1725,-18.91822146,-19.6085,-20.923
1726,-19.31512146,-19.9854,-20.915
1727,-19.6510548,-20.3355,-20.911
1728,-19.86289924,-20.5554,-20.906
1729,-19.67006591,-20.3534,-20.905
1730,-19.50579924,-20.1883,-20.9
1731,-19.3588548,-20.0283,-20.899
1732,-18.85646591,-19.5248,-20.888
1733,-18.87617702,-19.5534,-20.88
1734,-19.23326591,-19.9216,-20.872
1735,-19.52093257,-20.1926,-20.862
1736,-19.21499924,-19.8875,-20.855
1737,-18.86441035,-19.5333,-20.848
1738,-18.65131035,-19.3152,-20.836
1739,-18.45382146,-19.1341,-20.829
1740,-18.77167702,-19.4439,-20.824
1741,-18.92338813,-19.587,-20.818
1742,-19.06351035,-19.7424,-20.812
1743,-18.86569924,-19.5432,-20.801
1744,-18.45424369,-19.1448,-20.792
1745,-18.26103257,-18.9377,-20.787
1746,-18.54431035,-19.2257,-20.783
1747,-18.51389924,-19.1889,-20.778
1748,-18.83634369,-19.5344,-20.774
1749,-18.59872146,-19.284,-20.776
1750,-18.83431035,-19.5082,-20.777
1751,-18.92761035,-19.609,-20.778
1752,-19.03704369,-19.7251,-20.783
1753,-19.26042146,-19.9407,-20.786
1754,-19.24063257,-19.9323,-20.79
1755,-19.01362146,-19.6789,-20.798
1756,-19.1462548,-19.8207,-20.802
1757,-19.00819924,-19.6682,-20.801
1758,-18.67063258,-19.3173,-20.807
1759,-18.74099924,-19.4335,-20.807
1760,-18.8293548,-19.5088,-20.81
1761,-18.75553258,-19.4447,-20.813
1762,-18.86143258,-19.5381,-20.815
1763,-18.85374369,-19.5293,-20.814
1764,-19.0040548,-19.686,-20.82
1765,-18.69954369,-19.3826,-20.819
1766,-18.61986591,-19.2957,-20.819
1767,-18.66503258,-19.3292,-20.821
1768,-19.07399924,-19.7465,-20.816
1769,-19.03256591,-19.7209,-20.816
1770,-19.3147548,-19.9867,-20.816
1771,-18.82658813,-19.5152,-20.815
1772,-18.61639924,-19.2864,-20.813
1773,-18.62128813,-19.3074,-20.809
1774,-18.83666591,-19.5175,-20.809
1775,-18.63436591,-19.3127,-20.807
1776,-18.6569548,-19.3414,-20.809
1777,-18.57032147,-19.2581,-20.807
1778,-18.95511035,-19.6265,-20.806
1779,-19.05266591,-19.716,-20.805
1780,-19.08678813,-19.7704,-20.801
1781,-19.10513258,-19.7918,-20.8
1782,-18.9428548,-19.6348,-20.798
1783,-19.03507702,-19.7173,-20.798
1784,-19.20278813,-19.8964,-20.795
1785,-19.08971035,-19.7836,-20.797
1786,-19.29219924,-19.9647,-20.799
1787,-19.17034369,-19.8609,-20.799
1788,-18.99578813,-19.6819,-20.804
1789,-18.78724369,-19.4878,-20.805
1790,-18.74234369,-19.4304,-20.811
1791,-18.61111035,-19.3,-20.811
1792,-18.54577702,-19.228,-20.815
1793,-18.93107702,-19.6058,-20.815
1794,-19.13092147,-19.8137,-20.818
1795,-19.29916591,-19.98,-20.818
1796,-19.1712548,-19.8557,-20.817
1797,-19.07261035,-19.7515,-20.818
1798,-19.00232147,-19.6801,-20.82
1799,-19.22374369,-19.9043,-20.823
1800,-19.0264548,-19.7109,-20.823
1801,-18.83778813,-19.5164,-20.819
1802,-18.86016591,-19.551,-20.82
1803,-18.85883258,-19.538,-20.818
1804,-19.01519924,-19.7027,-20.816
1805,-19.17178813,-19.8554,-20.818
1806,-19.27018813,-19.9463,-20.817
1807,-19.15342147,-19.8212,-20.818
1808,-19.32646591,-20.0048,-20.818
1809,-19.70289924,-20.3629,-20.822
1810,-19.62547702,-20.2902,-20.821
1811,-19.05197702,-19.7417,-20.823
1812,-19.08551036,-19.7719,-20.823
1813,-19.25204369,-19.9301,-20.819
1814,-19.01643258,-19.7006,-20.818
1815,-18.92761036,-19.6115,-20.817
1816,-18.62853258,-19.3127,-20.81
1817,-18.77536591,-19.4512,-20.803
1818,-18.51579924,-19.2008,-20.799
1819,-18.48231036,-19.1712,-20.801
1820,-18.21716591,-18.9055,-20.801
1821,-18.39393258,-19.0706,-20.8
1822,-18.43828813,-19.1094,-20.799
1823,-18.45483258,-19.1265,-20.803
1824,-19.08542147,-19.7657,-20.804
1825,-19.09137702,-19.7686,-20.799
1826,-17.79596591,-18.4768,-20.8
1827,-17.28972147,-17.98,-20.793
1828,-17.3790548,-18.051,-20.781
1829,-17.65801036,-18.3394,-20.771
1830,-18.09931036,-18.7882,-20.776
1831,-18.28168813,-18.9553,-20.783
1832,-18.58643258,-19.2556,-20.787
1833,-18.3848548,-19.0643,-20.78
1834,-18.59033258,-19.267,-20.794
1835,-19.08082147,-19.7486,-20.805
1836,-19.06942147,-19.7447,-20.815
1837,-19.0598548,-19.7418,-20.816
1838,-19.05529925,-19.7328,-20.823
1839,-18.83702147,-19.5148,-20.818
1840,-18.7631548,-19.4501,-20.809
1841,-18.59774369,-19.2808,-20.792
1842,-19.07016591,-19.751,-20.795
1843,-19.10927702,-19.789,-20.823
1844,-19.46702147,-20.1473,-20.789
1845,-19.3783548,-20.0678,-20.733
1846,-18.68537702,-19.3651,-20.771
1847,-16.42828813,-17.0994,-20.767
1848,-14.35764369,-15.0382,-20.721
1849,-18.86404408,-19.5471,-20.699
1850,-21.73401036,-22.4254,-20.678
1851,-9.711622081,-10.3919,-20.688
1852,-39.83094394,-40.499,-20.694
1853,0.808100006,0.1331,-20.705
1854,-13.89097742,-14.5682,-20.731
1855,-12.79891036,-13.4653,-20.747
1856,-8.046677273,-8.7364,-20.748
1857,-11.26981101,-11.9362,-20.704
1858,-10.45304434,-11.1236,-20.688
1859,-15.55083258,-16.2375,-20.698
1860,-17.00088814,-17.667,-20.704
1861,-18.20771036,-18.8866,-20.717
1862,-19.29016591,-19.9535,-20.717
1863,-19.90171036,-20.5756,-20.745
1864,-20.00976591,-20.6681,-20.753
1865,-19.92767702,-20.5999,-20.761
1866,-19.63779925,-20.3178,-20.767
1867,-19.42293258,-20.1121,-20.769
1868,-19.13084369,-19.8164,-20.78
1869,-19.41364369,-20.0842,-20.792
1870,-19.23461036,-19.9035,-20.797
1871,-19.40111036,-20.08,-20.808
1872,-19.2474548,-19.9294,-20.811
1873,-19.35484369,-20.0104,-20.82
1874,-19.28783258,-19.9795,-20.834
1875,-19.01809925,-19.6781,-20.845
1876,-18.94757702,-19.6673,-20.866
1877,-18.99764369,-19.6507,-20.872
1878,-18.89686591,-19.5752,-20.888
1879,-18.91109925,-19.5461,-20.916
1880,-18.71739925,-19.3574,-20.948
1881,-18.81632147,-19.4891,-20.981
1882,-19.01266591,-19.7485,-21.011
1883,-19.3262548,-20.0157,-21.046
1884,-19.2188548,-19.8983,-21.081
1885,-19.04097702,-19.7182,-21.112
1886,-19.12293258,-19.8146,-21.143
1887,-19.13929925,-19.8268,-21.179
1888,-19.19484369,-19.8379,-21.21
1889,-18.98279925,-19.6353,-21.241
1890,-19.1094548,-19.7814,-21.262
1891,-19.05214369,-19.7452,-21.284
1892,-19.18513258,-19.8293,-21.297
1893,-18.96582147,-19.6486,-21.318
1894,-19.25892147,-19.9267,-21.339
1895,-19.39246591,-20.0458,-21.36
1896,-19.43041036,-20.0968,-21.379
1897,-19.32511036,-19.9815,-21.401
1898,-19.28703258,-19.9787,-21.416
1899,-19.41942147,-20.0972,-21.433
1900,-19.59576591,-20.2466,-21.435
1901,-19.48231036,-20.1587,-21.449
1902,-19.49533258,-20.177,-21.454
1903,-19.34997703,-20.0347,-21.464
1904,-19.15962147,-19.8474,-21.475
1905,-19.32768814,-20.0138,-21.483
1906,-19.24726591,-19.9206,-21.492
1907,-19.18344369,-19.864,-21.499
1908,-18.99671036,-19.6756,-21.507
1909,-18.97556591,-19.6589,-21.516
1910,-18.93736591,-19.6107,-21.523
1911,-19.03519925,-19.7127,-21.533
1912,-18.93051036,-19.6119,-21.536
1913,-19.05051036,-19.7419,-21.543
1914,-18.89064369,-19.5737,-21.544
1915,-18.68269925,-19.3502,-21.546
1916,-18.64651036,-19.3379,-21.546
1917,-18.75726591,-19.4406,-21.556
1918,-18.6171548,-19.2891,-21.553
1919,-18.77508814,-19.4462,-21.555
1920,-18.79246591,-19.4833,-21.559
1921,-18.99544369,-19.661,-21.562
1922,-19.07452147,-19.7498,-21.568
1923,-19.27236592,-19.9307,-21.57
1924,-19.35652147,-20.0168,-21.578
1925,-19.34636592,-20.0072,-21.575
1926,-19.62157703,-20.3038,-21.581
1927,-19.59308814,-20.2717,-21.588
1928,-19.58409925,-20.2616,-21.595
1929,-19.34821036,-20.0246,-21.597
1930,-19.26003258,-19.9367,-21.604
1931,-19.21548814,-19.8891,-21.613
1932,-19.36702147,-20.0298,-21.62
1933,-19.52242147,-20.1927,-21.628
1934,-19.2107548,-19.8877,-21.633
1935,-19.22122147,-19.894,-21.63
1936,-19.39293258,-20.0596,-21.632
1937,-19.64104369,-20.3141,-21.636
1938,-19.56928814,-20.2429,-21.635
1939,-19.6903548,-20.3573,-21.645
1940,-19.39648814,-20.0826,-21.646
1941,-19.31087703,-19.9831,-21.652
1942,-19.21814369,-19.8937,-21.665
1943,-19.08076592,-19.7591,-21.658
1944,-19.41766592,-20.096,-21.67
1945,-19.54723258,-20.2214,-21.68
1946,-19.72021036,-20.3866,-21.681
1947,-19.62422147,-20.2895,-21.696
1948,-19.71351036,-20.3824,-21.704
1949,-19.35071036,-20.0296,-21.719
1950,-19.02843258,-19.7026,-21.736
1951,-18.93033258,-19.607,-21.743
1952,-18.72368814,-19.4073,-21.747
1953,-18.83299925,-19.518,-21.753
1954,-18.99461036,-19.6735,-21.762
1955,-18.82982147,-19.4976,-21.772
1956,-18.78157703,-19.4588,-21.779
1957,-18.77207703,-19.4443,-21.789
1958,-18.90513258,-19.5793,-21.801
1959,-18.83553258,-19.5097,-21.811
1960,-18.83241036,-19.5063,-21.813
1961,-19.02642147,-19.7067,-21.827
1962,-18.97442147,-19.6372,-21.832
1963,-18.71161036,-19.388,-21.822
1964,-18.82152147,-19.4918,-21.828
1965,-18.96749925,-19.6325,-21.835
1966,-18.81262147,-19.4729,-21.855
1967,-19.14966592,-19.8205,-21.885
1968,-19.19146592,-19.8723,-21.894
1969,-18.96729925,-19.6373,-21.897
1970,-19.09181036,-19.7582,-21.911
1971,-18.90164369,-19.5747,-21.922
1972,-19.05368814,-19.7223,-21.925
1973,-18.79617703,-19.4584,-21.936
1974,-18.97851036,-19.6374,-21.926
1975,-19.18981036,-19.8587,-21.918
1976,-19.30819925,-19.9832,-21.917
1977,-19.55023258,-20.2269,-21.908
1978,-19.49519925,-20.1727,-21.897
1979,-19.43138814,-20.0975,-21.915
1980,-19.63988814,-20.306,-21.924
1981,-19.15156592,-19.8274,-21.93
1982,-19.06005481,-19.727,-21.928
1983,-18.86645481,-19.5484,-21.949
1984,-18.9693437,-19.6474,-21.958
1985,-19.13179925,-19.7943,-21.943
1986,-19.1641437,-19.8347,-21.943
1987,-19.28832147,-19.9586,-21.937
1988,-19.4671437,-20.1427,-21.933
1989,-19.03101036,-19.7099,-21.882
1990,-18.71176592,-19.3801,-21.839
1991,-18.62586592,-19.2992,-21.859
1992,-18.70692147,-19.3722,-21.711
1993,-18.65678814,-19.3229,-21.616
1994,-18.82428814,-19.4904,-21.816
1995,-18.62826592,-19.3016,-21.934
1996,-19.06157703,-19.7313,-22.038
1997,-17.39363258,-18.0728,-22.011
1998,-16.27421036,-16.9531,-22.11
1999,-15.89575481,-16.5752,-22.088
2000,-16.5827437,-17.2633,-22.043
2001,-16.16753258,-16.8467,-21.966
2002,-15.17945481,-15.8539,-21.948
2003,-14.76865481,-15.4456,-21.95
2004,-15.1427437,-15.8183,-21.977
2005,-13.91183258,-14.586,-21.991
2006,-13.64987703,-14.3296,-21.996
2007,-1.731344028,-2.4044,-21.985
2008,-14.50395486,-15.1809,-21.992
2009,-51.87329985,-52.5458,-22.019
2010,-20.47631042,-21.1577,-22.042
2011,-28.0041437,-28.6822,-22.06
2012,-22.34521078,-23.0166,-22.071
2013,-31.82839988,-32.4959,-22.074
2014,-64.01658881,-64.6927,-22.078
2015,-39.46915481,-40.1436,-22.085
2016,-40.48576597,-41.1616,-22.096
2017,-52.6941552,-53.3736,-22.114
2018,-41.18271042,-41.8641,-22.124
2019,-42.87841042,-43.5498,-22.149
2020,-20.12325522,-20.7902,-22.179
2021,-25.48984433,-26.1604,-22.205
2022,-23.35243299,-24.0416,-22.223
2023,-22.85332188,-23.5386,-22.239
2024,-20.13739966,-20.8149,-22.253
2025,-10.96816592,-11.6515,-22.266
2026,-9.469532586,-10.1437,-22.284
2027,-9.449254808,-10.1237,-22.295
2028,-10.69136592,-11.3672,-22.307
2029,-11.60481036,-12.2887,-22.317
2030,-12.58671036,-13.2706,-22.321
2031,-13.95991036,-14.6388,-22.331
2032,-15.33415481,-16.0086,-22.326
2033,-16.69831036,-17.3772,-22.329
2034,-17.9282437,-18.6113,-22.335
2035,-18.4215437,-19.0996,-22.34
2036,-19.0200437,-19.6981,-22.335
2037,-19.21082147,-19.8936,-22.325
2038,-19.62039925,-20.2854,-22.325
2039,-19.30445481,-19.9764,-22.333
2040,-18.83908814,-19.5127,-22.338
2041,-18.82017703,-19.4999,-22.339
2042,-18.72992148,-19.4127,-22.341
2043,-18.69503259,-19.3717,-22.341
2044,-18.68688814,-19.363,-22.342
2045,-18.73642148,-19.4117,-22.348
2046,-18.84181036,-19.5057,-22.358
2047,-18.6958437,-19.3714,-22.37
2048,-19.15412148,-19.8294,-22.383
2049,-18.4066437,-19.0772,-22.398
2050,-18.92237703,-19.6021,-22.412
2051,-18.41183259,-19.096,-22.43
2052,-18.03819925,-18.7132,-22.444
2053,-17.55386592,-18.2172,-22.459
2054,-17.76561036,-18.4345,-22.469
2055,-18.00688814,-18.678,-22.493
2056,-17.38459925,-18.0621,-22.502
2057,-17.25485481,-17.9268,-22.519
2058,-17.09632148,-17.7741,-22.527
2059,-16.74855481,-17.4355,-22.541
2060,-17.06335482,-17.7203,-22.549
2061,-17.39379925,-18.0663,-22.56
2062,-17.72376592,-18.3821,-22.57
2063,-18.25131036,-18.9252,-22.581
2064,-18.59515481,-19.2746,-22.589
2065,-18.61632148,-19.2891,-22.601
2066,-18.42322148,-19.096,-22.615
2067,-18.41791036,-19.0793,-22.619
2068,-18.64882148,-19.3191,-22.626
2069,-18.76886592,-19.4422,-22.631
2070,-18.8178437,-19.4809,-22.636
2071,-19.21272148,-19.8855,-22.642
2072,-19.29862148,-19.9714,-22.648
2073,-19.38249925,-20.055,-22.657
2074,-19.55221037,-20.2236,-22.665
2075,-19.45362148,-20.1264,-22.672
2076,-19.60011037,-20.2715,-22.679
2077,-19.47881037,-20.1427,-22.68
2078,-19.4493437,-20.1149,-22.693
2079,-19.33049925,-19.9905,-22.696
2080,-19.13589925,-19.8009,-22.7
2081,-18.92109925,-19.5761,-22.707
2082,-18.90789925,-19.5704,-22.714
2083,-19.1983437,-19.8664,-22.716
2084,-19.3364437,-19.9995,-22.721
2085,-19.48585481,-20.1578,-22.729
2086,-19.51541037,-20.1818,-22.728
2087,-19.8496437,-20.5127,-22.733
2088,-19.96389925,-20.6339,-22.734
2089,-19.330466,-19.9888,-22.733
2090,-19.81002148,-20.4753,-22.733
2091,-19.5189437,-20.1895,-22.727
2092,-19.32985481,-20.0043,-22.73
2093,-19.59142148,-20.2517,-22.731
2094,-19.55636592,-20.2247,-22.731
2095,-19.91391037,-20.5803,-22.728
2096,-20.13375481,-20.8082,-22.733
2097,-20.07498814,-20.7386,-22.727
2098,-19.95895481,-20.6284,-22.725
2099,-19.6627437,-20.3283,-22.721
2100,-19.80263259,-20.4668,-22.715
2101,-19.6455437,-20.3111,-22.713
2102,-20.12101044,-20.7849,-22.705
2103,-19.50902148,-20.1693,-22.697
2104,-19.38045481,-20.0424,-22.696
2105,-19.38502148,-20.0428,-22.69
2106,-19.33069925,-20.0032,-22.686
2107,-19.3302437,-20.0008,-22.679
2108,-19.34386592,-19.9997,-22.675
2109,-19.28858814,-19.9597,-22.669
2110,-19.21591037,-19.8823,-22.67
2111,-18.98722148,-19.655,-22.67
2112,-19.06538814,-19.744,-22.667
2113,-18.75147703,-19.4162,-22.666
2114,-18.94002148,-19.6078,-22.658
2115,-19.29609926,-19.9561,-22.66
2116,-19.74079926,-20.4058,-22.656
2117,-19.93169926,-20.6117,-22.655
2118,-19.80309926,-20.4631,-22.657
2119,-19.9143437,-20.5724,-22.651
2120,-19.65181037,-20.3207,-22.653
2121,-19.0541437,-19.7197,-22.654
2122,-19.15563259,-19.8173,-22.653
2123,-19.91038814,-20.5565,-22.659
2124,-19.83658814,-20.5102,-22.653
2125,-19.48628814,-20.1249,-22.649
2126,-19.32135481,-19.9958,-22.649
2127,-19.3399437,-20.0055,-22.652
2128,-19.39745488,-20.0594,-22.648
2129,-19.27452148,-19.9598,-22.645
2130,-19.05325481,-19.7127,-22.645
2131,-19.50245481,-20.1919,-22.642
2132,-19.54642148,-20.2067,-22.645
2133,-19.4034437,-20.0615,-22.646
2134,-19.49633259,-20.1605,-22.641
2135,-19.25619926,-19.9337,-22.635
2136,-19.22881037,-19.9027,-22.635
2137,-19.18101037,-19.8499,-22.632
2138,-19.1963437,-19.8694,-22.631
2139,-19.53895482,-20.2134,-22.635
2140,-19.12538814,-19.784,-22.639
2141,-18.89322148,-19.5585,-22.641
2142,-18.78817703,-19.4729,-22.636
2143,-18.72749926,-19.41,-22.636
2144,-18.76282148,-19.4481,-22.638
2145,-18.9927437,-19.6633,-22.637
2146,-19.01411037,-19.6855,-22.631
2147,-18.68302148,-19.3608,-22.627
2148,-18.34233259,-19.009,-22.631
2149,-18.31463259,-18.9988,-22.633
2150,-17.78651037,-18.4829,-22.636
2151,-17.25115481,-17.9381,-22.647
2152,-17.10442148,-17.7797,-22.65
2153,-17.02544371,-17.696,-22.656
2154,-17.43506592,-18.1134,-22.665
2155,-17.78425481,-18.4512,-22.664
2156,-18.08669926,-18.7592,-22.668
2157,-18.3552437,-19.0408,-22.668
2158,-18.49781037,-19.1767,-22.668
2159,-18.59949926,-19.2595,-22.666
2160,-18.72025481,-19.4047,-22.671
2161,-18.83708815,-19.5082,-22.67
2162,-18.56159926,-19.2266,-22.664
2163,-21.77931072,-22.4482,-22.658
2164,-18.97319926,-19.6457,-22.656
2165,-16.90848815,-17.5896,-22.653
2166,-17.12731037,-17.7937,-22.644
2167,-28.26473315,-28.9489,-22.63
2168,-37.91855508,-38.5805,-22.629
2169,-18.54467764,-19.2269,-22.613
2170,-18.01493315,-18.6991,-22.608
2171,-1.495055234,-2.162,-22.585
2172,-5.35061079,-6.027,-22.584
2173,-17.27445508,-17.9414,-22.577
2174,-16.15844396,-16.8415,-22.569
2175,-15.68139952,-16.3564,-22.618
2176,-15.90199952,-16.572,-22.663
2177,-14.53263259,-15.2218,-22.615
2178,-15.29658815,-15.9827,-22.596
2179,-15.93739926,-16.5924,-22.57
2180,-16.50325481,-17.1502,-22.582
2181,-17.30305481,-17.965,-22.584
2182,-17.67605481,-18.3455,-22.594
2183,-18.08679926,-18.7268,-22.602
2184,-18.42859926,-19.1186,-22.601
2185,-18.75282148,-19.4281,-22.492
2186,-19.14042148,-19.8182,-22.487
2187,-19.19847703,-19.8982,-22.482
2188,-19.14556592,-19.8264,-22.455
2189,-18.97011037,-19.649,-22.465
2190,-18.83495481,-19.5144,-22.491
2191,-18.92791037,-19.5968,-22.502
2192,-18.87242148,-19.5427,-22.521
2193,-18.81713259,-19.4838,-22.56
2194,-18.95338815,-19.6295,-22.596
2195,-19.20407703,-19.8838,-22.608
2196,-19.14931037,-19.8207,-22.634
2197,-19.24105481,-19.928,-22.644
2198,-19.2355437,-19.9211,-22.663
2199,-19.19016592,-19.856,-22.655
2200,-18.90709926,-19.5646,-22.652
2201,-18.84035481,-19.5198,-22.664
2202,-19.19852148,-19.8663,-22.679
2203,-19.29685481,-19.9588,-22.701
2204,-19.49975481,-20.1742,-22.697
2205,-19.56791037,-20.2318,-22.693
2206,-19.47873259,-20.1579,-22.69
2207,-19.63565481,-20.3126,-22.685
2208,-19.63831037,-20.3372,-22.679
2209,-19.4022437,-20.0678,-22.663
2210,-19.18782148,-19.8731,-22.647
2211,-19.59625481,-20.2557,-22.634
2212,-19.12655481,-19.7835,-22.619
2213,-19.41515481,-20.0921,-22.6
2214,-19.4357437,-20.0838,-22.578
2215,-19.43693259,-20.1036,-22.536
2216,-19.1023437,-19.7879,-22.49
2217,-19.25439926,-19.9244,-22.442
2218,-19.19541037,-19.8543,-22.409
2219,-19.21405481,-19.8835,-22.371
2220,-19.50349926,-20.1735,-22.327
2221,-19.87955481,-20.5215,-22.272
2222,-20.07213259,-20.7513,-22.228
2223,-19.89639926,-20.5539,-22.181
2224,-19.98883259,-20.658,-22.145
2225,-19.76735481,-20.4568,-22.11
2226,-19.73035481,-20.4148,-22.072
2227,-19.41556592,-20.0939,-22.039
2228,-19.29848815,-19.9796,-22.006
2229,-19.37081037,-20.0497,-21.979
2230,-19.28492148,-19.9477,-21.96
2231,-19.37493259,-20.0191,-21.932
2232,-19.49651037,-20.1654,-21.911
2233,-19.59481037,-20.2562,-21.887
2234,-19.52352148,-20.2063,-21.862
2235,-19.63975481,-20.3342,-21.841
2236,-19.51115481,-20.1881,-21.809
2237,-19.56697704,-20.2667,-21.78
2238,-19.64075481,-20.2877,-21.752
2239,-19.66876592,-20.3646,-21.722
2240,-19.38618815,-20.0698,-21.701
2241,-19.51992148,-20.2052,-21.69
2242,-19.47957704,-20.1568,-21.676
2243,-19.5649437,-20.263,-21.665
2244,-19.47871037,-20.1351,-21.65
2245,-19.2854437,-19.966,-21.634
2246,-19.03175481,-19.7087,-21.624
2247,-19.3189437,-20.017,-21.605
2248,-19.28452148,-19.9523,-21.589
2249,-19.2541437,-19.8997,-21.574
2250,-19.07976592,-19.7331,-21.554
2251,-18.94025481,-19.6072,-21.537
2252,-18.93118815,-19.6048,-21.527
2253,-18.80828815,-19.5044,-21.514
2254,-19.0595437,-19.7426,-21.509
2255,-19.23415481,-19.8661,-21.5
2256,-19.36776592,-20.0511,-21.5
2257,-19.21412148,-19.9244,-21.494
2258,-19.38446592,-20.0578,-21.488
2259,-19.32835481,-19.9753,-21.48
2260,-19.28992148,-19.9602,-21.473
2261,-19.32877704,-20.0085,-21.466
2262,-19.48862148,-20.1489,-21.459
2263,-19.41329926,-20.0783,-21.444
2264,-19.45146592,-20.1223,-21.462
2265,-19.28753259,-19.9642,-21.486
2266,-19.33473259,-20.0264,-21.504
2267,-19.35255481,-20.042,-21.511
2268,-19.37296592,-20.0538,-21.507
2269,-19.18203259,-19.8687,-21.507
2270,-19.10146592,-19.7873,-21.529
2271,-19.32218815,-19.9958,-21.545
2272,-19.43757704,-20.1023,-21.546
2273,-19.40512148,-20.0804,-21.538
2274,-19.1757437,-19.8463,-21.551
2275,-19.2523437,-19.9279,-21.566
2276,-19.41768815,-20.1013,-21.569
2277,-19.31802148,-20.0008,-21.592
2278,-19.33071037,-20.0171,-21.597
2279,-19.4995437,-20.1776,-21.578
2280,-19.63632148,-20.3166,-21.576
2281,-19.36043259,-20.0496,-21.571
2282,-17.8104212,-18.4957,-21.58
2283,-17.84315453,-18.5151,-21.571
2284,-17.93706565,-18.6304,-21.575
2285,-17.87898787,-18.5651,-21.585
2286,-18.02217676,-18.7219,-21.601
2287,-17.9457212,-18.626,-21.612
2288,-17.91515453,-18.5896,-21.619
2289,-18.05646565,-18.7623,-21.637
2290,-18.18598787,-18.8746,-21.666
2291,-18.1274212,-18.7877,-21.702
2292,-18.02566564,-18.714,-21.733
2293,-17.91536564,-18.5937,-21.758
2294,-17.78798787,-18.4566,-21.782
2295,-17.77333231,-18.455,-21.805
2296,-18.05144342,-18.727,-21.832
2297,-17.8786212,-18.5614,-21.854
2298,-17.93918787,-18.6278,-21.875
2299,-17.85084342,-18.5364,-21.901
2300,-17.90267676,-18.5874,-21.92
2301,-18.2357212,-18.9235,-21.941
2302,-18.10708787,-18.7882,-21.961
2303,-18.10547676,-18.7677,-21.98
2304,-18.02017676,-18.7024,-21.989
2305,-17.90084342,-18.5914,-22.004
2306,-17.9157212,-18.5985,-22.011
2307,-17.91727676,-18.5995,-22.006
2308,-17.8123212,-18.4901,-22.001
2309,-17.66395453,-18.3559,-21.992
2310,-17.69066564,-18.3565,-21.995
2311,-17.83194342,-18.5175,-21.988
2312,-18.0204212,-18.7057,-21.983
2313,-18.32176564,-19.0126,-21.977
2314,-17.98694342,-18.655,-21.963
2315,-18.39135453,-19.0658,-21.949
2316,-18.20425453,-18.8612,-21.939
2317,-19.42761037,-20.1115,-21.932
2318,-17.43286564,-18.1012,-21.91
2319,-16.72677676,-17.404,-21.887
2320,-19.18313259,-19.8523,-21.851
2321,-19.96408815,-20.6527,-21.829
2322,-12.62113231,-13.2853,-21.8
2323,-18.53036593,-19.2112,-21.773
2324,-15.74723259,-16.4239,-21.741
2325,-18.50428842,-19.1879,-21.698
2326,-14.21937704,-14.8941,-21.651
2327,-6.166554576,-6.846,-21.626
2328,-12.71561037,-13.3845,-21.596
2329,-12.07356593,-12.7494,-21.579
2330,-11.43371037,-12.0976,-21.59
2331,-10.31082149,-10.9886,-21.564
2332,-9.309099599,-9.9891,-21.563
2333,-9.5273212,-10.1976,-21.545
2334,-3.199133177,-3.8733,-21.533
2335,-16.60994395,-17.288,-21.492
2336,-16.22769974,-16.9077,-21.484
2337,-14.62521085,-15.2941,-21.463
2338,-32.95941104,-33.6308,-21.366
2339,-46.38241056,-47.0563,-21.265
2340,-49.25851056,-49.9399,-21.184
2341,18.34283384,17.672,-21.123
2342,17.6371894,16.9633,-21.108
2343,16.83213384,16.1413,-21.155
2344,12.6387894,11.9574,-21.161
2345,-11.66404422,-12.3421,-21.24
2346,-5.906843879,-6.5849,-21.271
2347,-0.691410089,-1.3703,-21.239
2348,-4.187932768,-4.8671,-21.224
2349,-5.253810545,-5.9427,-21.181
2350,-9.135632311,-9.8073,-21.125
2351,-9.232310089,-9.9012,-21.055
2352,-11.14641009,-11.8253,-20.982
2353,-12.90321009,-13.5721,-20.946
2354,-14.83117684,-15.5159,-20.923
