Time (sec),latitude(deg),longitude(deg),X (m),Y (m),height(m),sdn(m),sde(m),sdu(m),Vn(km/h),Vn (m/s),Ve(km/h),Ve(m/s),Vd(km/h),Vu(m/s)
3025,45.9611787,-66.62850506,683757.03,5092468.744,-19.1524,5.6656,2.7427,6.4478,-2.097,-0.5825,-2.895,-0.804166667,-0.077,0.021388889
3026,45.96117702,-66.62851617,683756.1747,5092468.532,-19.0352,5.6653,2.7427,6.4477,-2.105,-0.584722222,-2.962,-0.822777778,-0.053,0.014722222
3027,45.9611757,-66.62852788,683755.2717,5092468.358,-19.0123,5.665,2.7427,6.4475,-1.905,-0.529166667,-3.035,-0.843055556,-0.008,0.002222222
3028,45.96117204,-66.62853889,683754.4307,5092467.926,-18.8113,5.6647,2.7427,6.4474,-1.491,-0.414166667,-3.108,-0.863333333,-0.063,0.0175
3029,45.96116689,-66.62855019,683753.5722,5092467.328,-18.5172,5.6644,2.7427,6.4473,-1.15,-0.319444444,-3.102,-0.861666667,-0.122,0.033888889
3030,45.96116385,-66.62855926,683752.8795,5092466.969,-18.5745,5.6641,2.7426,6.4471,-0.747,-0.2075,-3.019,-0.838611111,0.009,-0.0025
3031,45.96116164,-66.62856776,683752.2281,5092466.704,-18.6147,5.6638,2.7426,6.447,-0.36,-0.1,-3.029,-0.841388889,0.055,-0.015277778
3032,45.96115994,-66.62857832,683751.4155,5092466.491,-18.859,5.6635,2.7426,6.4469,-0.003,-0.000833333,-3.01,-0.836111111,0.013,-0.003611111
3033,45.96115459,-66.62858874,683750.6258,5092465.873,-18.9295,5.6632,2.7426,6.4468,0.297,0.0825,-2.96,-0.822222222,-0.095,0.026388889
3034,45.9611496,-66.62859991,683749.7769,5092465.292,-19.0854,5.6629,2.7426,6.4466,0.772,0.214444444,-2.776,-0.771111111,0.031,-0.008611111
3035,45.96114554,-66.62861109,683748.924,5092464.816,-19.1041,5.6626,2.7426,6.4465,1.276,0.354444444,-2.504,-0.695555556,0.001,-0.000277778
3036,45.96114239,-66.62862257,683748.0449,5092464.439,-19.152,5.6623,2.7426,6.4464,1.711,0.475277778,-2.146,-0.596111111,-0.045,0.0125
3037,45.96113724,-66.62863397,683747.1786,5092463.841,-18.9215,5.662,2.7426,6.4463,2.139,0.594166667,-1.607,-0.446388889,-0.025,0.006944444
3038,45.96113558,-66.62864636,683746.2241,5092463.628,-18.789,5.6617,2.7426,6.4461,2.471,0.686388889,-0.991,-0.275277778,-0.001,0.000277778
3039,45.96113372,-66.62865764,683745.3562,5092463.395,-18.7746,5.6614,2.7426,6.446,2.614,0.726111111,-0.315,-0.0875,0.003,-0.000833333
3040,45.96113156,-66.62867003,683744.4033,5092463.126,-18.809,5.6611,2.7425,6.4459,2.656,0.737777778,0.274,0.076111111,-0.014,0.003888889
3041,45.96113192,-66.62868234,683743.4483,5092463.138,-18.7803,5.6608,2.7425,6.4457,2.575,0.715277778,0.727,0.201944444,-0.008,0.002222222
3042,45.96113226,-66.62869439,683742.5135,5092463.148,-18.6949,5.6605,2.7425,6.4456,2.434,0.676111111,0.953,0.264722222,0.001,-0.000277778
3043,45.96113563,-66.62870274,683741.8553,5092463.503,-18.6699,5.6602,2.7425,6.4455,2.416,0.671111111,1.077,0.299166667,-0.063,0.0175
3044,45.96113962,-66.62871153,683741.1611,5092463.926,-18.7951,5.6599,2.7425,6.4454,2.383,0.661944444,1.235,0.343055556,-0.058,0.016111111
3045,45.96114263,-66.62871815,683740.6382,5092464.245,-18.9522,5.6596,2.7425,6.4452,2.353,0.653611111,1.434,0.398333333,-0.024,0.006666667
3046,45.96114859,-66.62872252,683740.2798,5092464.897,-19.0667,5.6593,2.7425,6.4451,2.274,0.631666667,1.385,0.384722222,-0.011,0.003055556
3047,45.96115691,-66.62872545,683740.0253,5092465.815,-18.9949,5.659,2.7425,6.445,2.26,0.627777778,1.025,0.284722222,0.011,-0.003055556
3048,45.96116459,-66.62872542,683740.0022,5092466.668,-18.7927,5.6587,2.7425,6.4449,2.337,0.649166667,0.586,0.162777778,-0.021,0.005833333
3049,45.96116973,-66.62872462,683740.0472,5092467.241,-18.5924,5.6584,2.7425,6.4447,2.401,0.666944444,0.378,0.105,0.004,-0.001111111
3050,45.96117777,-66.62872192,683740.2298,5092468.141,-18.7506,5.6581,2.7425,6.4446,2.444,0.678888889,0.39,0.108333333,-0.056,0.015555556
3051,45.96118359,-66.62871935,683740.4097,5092468.793,-18.659,5.6578,2.7424,6.4445,2.421,0.6725,0.593,0.164722222,-0.041,0.011388889
3052,45.96119099,-66.62871599,683740.6456,5092469.623,-18.7081,5.6575,2.7424,6.4443,2.434,0.676111111,0.651,0.180833333,-0.008,0.002222222
3053,45.96119809,-66.62871143,683740.9754,5092470.423,-18.6834,5.6572,2.7424,6.4442,2.471,0.686388889,0.658,0.182777778,-0.004,0.001111111
3054,45.96120327,-66.62870813,683741.214,5092471.006,-18.6265,5.6569,2.7424,6.4441,2.499,0.694166667,0.565,0.156944444,0.032,-0.008888889
3055,45.96120705,-66.62870461,683741.4742,5092471.434,-18.7599,5.6566,2.7424,6.444,2.569,0.713611111,0.507,0.140833333,0.024,-0.006666667
3056,45.9612149,-66.62870247,683741.6141,5092472.311,-18.7425,5.6563,2.7424,6.4438,2.639,0.733055556,0.72,0.2,0.023,-0.006388889
3057,45.96121959,-66.62870137,683741.6838,5092472.834,-18.4953,5.656,2.7424,6.4437,2.622,0.728333333,1.022,0.283888889,0.009,-0.0025
3058,45.96122774,-66.62869707,683741.99,5092473.75,-18.5347,5.6556,2.7424,6.4436,2.502,0.695,1.293,0.359166667,-0.018,0.005
3059,45.96123493,-66.62869265,683742.3087,5092474.559,-18.5248,5.6553,2.7424,6.4435,2.458,0.682777778,1.467,0.4075,-0.006,0.001666667
3060,45.96124162,-66.6286899,683742.4997,5092475.309,-18.5029,5.655,2.7424,6.4433,2.467,0.685277778,1.461,0.405833333,0.018,-0.005
3061,45.96124831,-66.62868673,683742.7232,5092476.059,-18.3779,5.6547,2.7424,6.4432,2.503,0.695277778,1.347,0.374166667,-0.043,0.011944444
3062,45.96125584,-66.62868316,683742.9749,5092476.904,-18.6229,5.6544,2.7424,6.4431,2.57,0.713888889,1.373,0.381388889,-0.017,0.004722222
3063,45.96126238,-66.62868148,683743.0834,5092477.634,-18.7253,5.6541,2.7423,6.443,2.532,0.703333333,1.591,0.441944444,-0.003,0.000833333
3064,45.96126585,-66.62867944,683743.23,5092478.025,-18.4029,5.6538,2.7423,6.4428,2.459,0.683055556,1.588,0.441111111,-0.048,0.013333333
3065,45.96127126,-66.62867649,683743.4407,5092478.633,-18.3123,5.6535,2.7423,6.4427,2.434,0.676111111,1.487,0.413055556,-0.013,0.003611111
3066,45.96127576,-66.62867234,683743.7474,5092479.142,-18.3084,5.6532,2.7423,6.4426,2.497,0.693611111,1.203,0.334166667,-0.017,0.004722222
3067,45.96128195,-66.62866699,683744.1415,5092479.842,-18.4004,5.6529,2.7423,6.4424,2.573,0.714722222,0.924,0.256666667,0.06,-0.016666667
3068,45.96128892,-66.6286626,683744.4586,5092480.627,-18.4397,5.6525,2.7423,6.4423,2.626,0.729444444,0.687,0.190833333,0.003,-0.000833333
3069,45.96129561,-66.62865831,683744.7688,5092481.38,-18.5562,5.6522,2.7423,6.4422,2.638,0.732777778,0.509,0.141388889,-0.035,0.009722222
3070,45.96130236,-66.62865435,683745.0534,5092482.139,-18.5456,5.6519,2.7423,6.4421,2.596,0.721111111,0.328,0.091111111,0.005,-0.001388889
3071,45.9613095,-66.62864891,683745.4513,5092482.945,-18.5531,5.6516,2.7423,6.4419,2.663,0.739722222,0.234,0.065,-0.064,0.017777778
3072,45.96131524,-66.62864406,683745.8081,5092483.594,-18.6655,5.6513,2.7423,6.4418,2.605,0.723611111,0.166,0.046111111,0.013,-0.003611111
3073,45.96132115,-66.62863898,683746.1821,5092484.262,-18.7563,5.651,2.7423,6.4417,2.572,0.714444444,-0.143,-0.039722222,-0.032,0.008888889
3074,45.96132718,-66.62863381,683746.5628,5092484.944,-18.6738,5.6507,2.7423,6.4416,2.55,0.708333333,-0.426,-0.118333333,0.024,-0.006666667
3075,45.96133408,-66.62863133,683746.7321,5092485.716,-18.6716,5.6504,2.7423,6.4414,2.52,0.7,-0.508,-0.141111111,0.014,-0.003888889
3076,45.96134116,-66.6286297,683746.835,5092486.507,-18.785,5.65,2.7423,6.4413,2.476,0.687777778,-0.422,-0.117222222,-0.003,0.000833333
3077,45.96134562,-66.62862782,683746.9659,5092487.006,-18.5092,5.6497,2.7422,6.4412,2.487,0.690833333,-0.126,-0.035,-0.012,0.003333333
3078,45.96135105,-66.62862942,683746.824,5092487.606,-18.4114,5.6494,2.7422,6.4411,2.511,0.6975,0.22,0.061111111,-0.029,0.008055556
3079,45.96135704,-66.62862946,683746.8011,5092488.271,-18.5092,5.6491,2.7422,6.4409,2.495,0.693055556,0.422,0.117222222,-0.052,0.014444444
3080,45.96136468,-66.62862822,683746.8719,5092489.123,-18.6244,5.6488,2.7422,6.4408,2.436,0.676666667,0.452,0.125555556,-0.041,0.011388889
3081,45.9613705,-66.6286278,683746.8852,5092489.771,-18.5799,5.6485,2.7422,6.4407,2.538,0.705,0.491,0.136388889,-0.012,0.003333333
3082,45.96137627,-66.62862838,683746.8212,5092490.41,-18.6702,5.6481,2.7422,6.4406,2.503,0.695277778,0.538,0.149444444,-0.051,0.014166667
3083,45.96138322,-66.62863061,683746.6254,5092491.177,-18.7529,5.6478,2.7422,6.4404,2.501,0.694722222,0.472,0.131111111,-0.051,0.014166667
3084,45.96139033,-66.62863132,683746.5469,5092491.966,-18.813,5.6475,2.7422,6.4403,2.517,0.699166667,0.299,0.083055556,-0.067,0.018611111
3085,45.96139729,-66.62863133,683746.5231,5092492.739,-18.8241,5.6472,2.7422,6.4402,2.56,0.711111111,0.174,0.048333333,-0.041,0.011388889
3086,45.96140414,-66.6286304,683746.5725,5092493.502,-18.4765,5.6469,2.7422,6.4401,2.561,0.711388889,0.071,0.019722222,-0.063,0.0175
3087,45.9614097,-66.62862764,683746.7679,5092494.126,-18.5184,5.6465,2.7422,6.44,2.607,0.724166667,0.094,0.026111111,-0.032,0.008888889
3088,45.96141526,-66.62862614,683746.8658,5092494.748,-18.5544,5.6462,2.7422,6.4398,2.682,0.745,0.076,0.021111111,-0.02,0.005555556
3089,45.96142133,-66.62862523,683746.9162,5092495.424,-18.5232,5.6459,2.7422,6.4397,2.596,0.721111111,-0.017,-0.004722222,-0.006,0.001666667
3090,45.96142865,-66.62862449,683746.9493,5092496.239,-18.5717,5.6456,2.7422,6.4396,2.676,0.743333333,-0.114,-0.031666667,-0.034,0.009444444
3091,45.96143427,-66.62862266,683747.0725,5092496.868,-18.4727,5.6453,2.7422,6.4395,2.638,0.732777778,-0.189,-0.0525,-0.009,0.0025
3092,45.96144088,-66.62862163,683747.1305,5092497.604,-18.671,5.645,2.7421,6.4393,2.665,0.740277778,-0.253,-0.070277778,-0.032,0.008888889
3093,45.96144802,-66.62862128,683747.134,5092498.398,-18.8481,5.6446,2.7421,6.4392,2.703,0.750833333,-0.163,-0.045277778,-0.003,0.000833333
3094,45.96145426,-66.62862142,683747.1025,5092499.091,-18.9798,5.6443,2.7421,6.4391,2.717,0.754722222,-0.103,-0.028611111,-0.064,0.017777778
3095,45.96146171,-66.62862175,683747.0523,5092499.918,-19.0277,5.644,2.7421,6.439,2.748,0.763333333,0.071,0.019722222,0.016,-0.004444444
3096,45.96146753,-66.62862259,683746.9679,5092500.563,-18.7796,5.6437,2.7421,6.4388,2.72,0.755555556,0.179,0.049722222,-0.013,0.003611111
3097,45.96147378,-66.62862315,683746.9039,5092501.256,-18.7446,5.6433,2.7421,6.4387,2.746,0.762777778,0.294,0.081666667,-0.068,0.018888889
3098,45.96147956,-66.62862399,683746.8197,5092501.896,-18.6283,5.643,2.7421,6.4386,2.761,0.766944444,0.317,0.088055556,-0.098,0.027222222
3099,45.96148527,-66.62862537,683746.6939,5092502.528,-18.4465,5.6427,2.7421,6.4385,2.773,0.770277778,0.294,0.081666667,-0.033,0.009166667
3100,45.96149081,-66.62862566,683746.6531,5092503.142,-18.318,5.6424,2.7421,6.4383,2.73,0.758333333,0.291,0.080833333,-0.015,0.004166667
3101,45.96149808,-66.62862664,683746.5531,5092503.948,-18.7059,5.6421,2.7421,6.4382,2.682,0.745,0.271,0.075277778,-0.029,0.008055556
3102,45.96150504,-66.62862709,683746.4952,5092504.72,-18.591,5.6417,2.7421,6.4381,2.709,0.7525,0.26,0.072222222,-0.058,0.016111111
3103,45.9615122,-66.62862669,683746.5025,5092505.517,-18.6122,5.6414,2.7421,6.438,2.745,0.7625,0.203,0.056388889,-0.013,0.003611111
3104,45.9615189,-66.62862604,683746.5307,5092506.262,-18.6945,5.6411,2.7421,6.4379,2.729,0.758055556,0.274,0.076111111,-0.027,0.0075
3105,45.96152598,-66.62862516,683746.5755,5092507.051,-18.5822,5.6408,2.7421,6.4377,2.821,0.783611111,0.403,0.111944444,-0.037,0.010277778
3106,45.96153332,-66.62862376,683746.6597,5092507.87,-18.6788,5.6404,2.7421,6.4376,2.79,0.775,0.383,0.106388889,-0.032,0.008888889
3107,45.9615411,-66.62862232,683746.7455,5092508.738,-18.6608,5.6401,2.7421,6.4375,2.769,0.769166667,0.209,0.058055556,0.025,-0.006944444
3108,45.96154801,-66.6286214,683746.794,5092509.507,-18.8677,5.6398,2.7421,6.4374,2.734,0.759444444,0.097,0.026944444,-0.018,0.005
3109,45.96155578,-66.6286206,683746.8302,5092510.372,-18.8619,5.6395,2.7421,6.4373,2.721,0.755833333,-0.026,-0.007222222,-0.065,0.018055556
3110,45.96156278,-66.62862062,683746.8055,5092511.15,-18.8835,5.6391,2.742,6.4371,2.709,0.7525,-0.147,-0.040833333,-0.012,0.003333333
3111,45.96157076,-66.62861929,683746.8822,5092512.04,-19.0197,5.6388,2.742,6.437,2.754,0.765,-0.234,-0.065,-0.062,0.017222222
3112,45.96157697,-66.62861832,683746.9368,5092512.732,-19.0114,5.6385,2.742,6.4369,2.723,0.756388889,-0.216,-0.06,-0.015,0.004166667
3113,45.96158394,-66.62861601,683747.0928,5092513.512,-18.9924,5.6381,2.742,6.4368,2.78,0.772222222,-0.19,-0.052777778,-0.035,0.009722222
3114,45.96159069,-66.62861323,683747.2858,5092514.268,-19.0189,5.6378,2.742,6.4366,2.749,0.763611111,-0.241,-0.066944444,-0.013,0.003611111
3115,45.96159824,-66.62861129,683747.4112,5092515.111,-18.9559,5.6375,2.742,6.4365,2.776,0.771111111,-0.279,-0.0775,-0.039,0.010833333
3116,45.96160594,-66.62861063,683747.4369,5092515.968,-18.9714,5.6372,2.742,6.4364,2.715,0.754166667,-0.287,-0.079722222,-0.002,0.000555556
3117,45.96161347,-66.62861171,683747.3283,5092516.803,-19.0007,5.6368,2.742,6.4363,2.721,0.755833333,-0.228,-0.063333333,0.015,-0.004166667
3118,45.96162202,-66.62861295,683747.2039,5092517.75,-18.8477,5.6365,2.742,6.4362,2.723,0.756388889,-0.239,-0.066388889,-0.019,0.005277778
3119,45.96162818,-66.6286139,683747.1099,5092518.432,-18.8844,5.6362,2.742,6.436,2.705,0.751388889,-0.258,-0.071666667,-0.058,0.016111111
3120,45.96163446,-66.62861531,683746.9799,5092519.126,-18.7633,5.6358,2.742,6.4359,2.647,0.735277778,-0.328,-0.091111111,-0.046,0.012777778
3121,45.9616406,-66.62861664,683746.8565,5092519.805,-18.7393,5.6355,2.742,6.4358,2.627,0.729722222,-0.421,-0.116944444,-0.059,0.016388889
3122,45.96164749,-66.6286157,683746.9066,5092520.573,-18.7151,5.6352,2.742,6.4357,2.562,0.711666667,-0.661,-0.183611111,-0.036,0.01
3123,45.96165403,-66.62861666,683746.8106,5092521.297,-18.6622,5.6349,2.742,6.4356,2.52,0.7,-0.913,-0.253611111,0,0
3124,45.96166039,-66.62861677,683746.781,5092522.004,-18.7582,5.6345,2.742,6.4354,2.621,0.728055556,-0.81,-0.225,-0.044,0.012222222
3125,45.96166616,-66.6286184,683746.6356,5092522.641,-18.6237,5.6342,2.742,6.4353,2.732,0.758888889,-0.23,-0.063888889,0.02,-0.005555556
3126,45.96167296,-66.62861795,683746.648,5092523.398,-18.5852,5.6339,2.742,6.4352,2.591,0.719722222,0.752,0.208888889,-0.011,0.003055556
3127,45.96167854,-66.62861906,683746.5435,5092524.015,-18.4575,5.6335,2.742,6.4351,2.116,0.587777778,1.803,0.500833333,0.03,-0.008333333
3128,45.96168425,-66.62862022,683746.4348,5092524.647,-18.386,5.6332,2.742,6.435,1.515,0.420833333,2.611,0.725277778,-0.017,0.004722222
3129,45.96168996,-66.62862112,683746.3461,5092525.279,-18.4965,5.6329,2.742,6.4348,0.809,0.224722222,3.257,0.904722222,-0.063,0.0175
3130,45.96169536,-66.62862413,683746.0951,5092525.872,-18.2977,5.6325,2.742,6.4347,0.015,0.004166667,3.648,1.013333333,-0.055,0.015277778
3131,45.96170132,-66.62862846,683745.7398,5092526.524,-18.363,5.6322,2.742,6.4346,-0.494,-0.137222222,3.718,1.032777778,-0.041,0.011388889
3132,45.96170804,-66.62863202,683745.4418,5092527.263,-18.4083,5.6319,2.742,6.4345,-0.597,-0.165833333,3.634,1.009444444,-0.027,0.0075
3133,45.96171513,-66.62863283,683745.3556,5092528.049,-18.3464,5.6315,2.7419,6.4344,-0.308,-0.085555556,3.536,0.982222222,-0.058,0.016111111
3134,45.96172434,-66.62863022,683745.5273,5092529.078,-18.5243,5.6312,2.7419,6.4342,0.267,0.074166667,3.43,0.952777778,-0.039,0.010833333
3135,45.96173137,-66.62862369,683746.01,5092529.874,-18.7025,5.6309,2.7419,6.4341,0.82,0.227777778,3.27,0.908333333,-0.048,0.013333333
3136,45.9617357,-66.62861362,683746.776,5092530.378,-18.7302,5.6305,2.7419,6.434,1.225,0.340277778,3.146,0.873888889,0.012,-0.003333333
3137,45.96173916,-66.62860096,683747.7455,5092530.792,-18.999,5.6302,2.7419,6.4339,1.475,0.409722222,3.087,0.8575,-0.009,0.0025
3138,45.96174142,-66.6285885,683748.7035,5092531.072,-19.0985,5.6298,2.7419,6.4338,1.662,0.461666667,3.012,0.836666667,-0.033,0.009166667
3139,45.96174213,-66.62857541,683749.7154,5092531.181,-19.2192,5.6295,2.7419,6.4337,1.839,0.510833333,2.913,0.809166667,0.008,-0.002222222
3140,45.96174084,-66.62856386,683750.6146,5092531.064,-19.1438,5.6292,2.7419,6.4335,2.034,0.565,2.74,0.761111111,0.005,-0.001388889
3141,45.96174102,-66.62855216,683751.5205,5092531.111,-19.1777,5.6288,2.7419,6.4334,2.164,0.601111111,2.594,0.720555556,-0.007,0.001944444
3142,45.96174347,-66.62854004,683752.4515,5092531.411,-19.1156,5.6285,2.7419,6.4333,2.271,0.630833333,2.418,0.671666667,-0.04,0.011111111
3143,45.96174734,-66.62852845,683753.3368,5092531.868,-19.3804,5.6282,2.7419,6.4332,2.378,0.660555556,2.275,0.631944444,-0.052,0.014444444
3144,45.96174875,-66.62851786,683754.1526,5092532.049,-19.0381,5.6278,2.7419,6.4331,2.436,0.676666667,2.08,0.577777778,-0.006,0.001666667
3145,45.96174822,-66.6285064,683755.0424,5092532.017,-19.1708,5.2856,2.7299,6.3469,2.531,0.703055556,1.882,0.522777778,-0.003,0.000833333
3146,45.9617512,-66.62849631,683755.8143,5092532.371,-19.1549,5.2852,2.7299,6.3468,2.489,0.691388889,2.176,0.604444444,-0.015,0.004166667
3147,45.96175329,-66.62848637,683756.5776,5092532.626,-19.0106,5.2847,2.7299,6.3466,1.998,0.555,2.616,0.726666667,0.038,-0.010555556
3148,45.96175522,-66.62847695,683757.3011,5092532.862,-18.6726,5.2842,2.7299,6.3465,1.463,0.406388889,3.123,0.8675,-0.038,0.010555556
3149,45.96175844,-66.62846675,683758.0808,5092533.244,-18.5381,5.2838,2.7299,6.3463,0.925,0.256944444,3.494,0.970555556,-0.047,0.013055556
3150,45.96176371,-66.62845677,683758.8366,5092533.852,-18.5645,5.2833,2.7299,6.3462,0.432,0.12,3.794,1.053888889,0.03,-0.008333333
3151,45.96176915,-66.62844942,683759.3881,5092534.473,-18.6454,5.2828,2.7299,6.3461,0.075,0.020833333,4.003,1.111944444,-0.003,0.000833333
3152,45.96177487,-66.62844271,683759.8891,5092535.124,-18.5339,5.2824,2.7299,6.3459,-0.158,-0.043888889,4.028,1.118888889,0.023,-0.006388889
3153,45.96178204,-66.62843514,683760.452,5092535.938,-18.6282,5.2819,2.7299,6.3458,-0.348,-0.096666667,4.156,1.154444444,0,0
3154,45.96178931,-66.62842614,683761.1253,5092536.767,-18.829,5.2815,2.7299,6.3456,-0.739,-0.205277778,4.234,1.176111111,0.053,-0.014722222
3155,45.96179557,-66.62841578,683761.9073,5092537.486,-18.9947,5.281,2.7299,6.3455,-1.398,-0.388333333,4.134,1.148333333,0.007,-0.001944444
3156,45.96180111,-66.62840217,683762.9435,5092538.133,-19.0446,5.2805,2.7299,6.3454,-2.006,-0.557222222,3.952,1.097777778,-0.051,0.014166667
3157,45.96180503,-66.62838873,683763.9719,5092538.6,-19.0558,5.2801,2.7299,6.3452,-2.337,-0.649166667,3.717,1.0325,-0.014,0.003888889
3158,45.96180595,-66.62837697,683764.8801,5092538.729,-18.7862,5.2796,2.7299,6.3451,-2.617,-0.726944444,3.544,0.984444444,-0.049,0.013611111
3159,45.96180877,-66.62836376,683765.8943,5092539.073,-18.6627,5.2791,2.7299,6.3449,-2.518,-0.699444444,3.462,0.961666667,0.07,-0.019444444
3160,45.96181072,-66.62834822,683767.092,5092539.325,-18.6495,5.2787,2.7299,6.3448,-2.163,-0.600833333,3.557,0.988055556,-0.066,0.018333333
3161,45.96181094,-66.62833416,683768.1806,5092539.382,-18.8282,5.2782,2.7299,6.3447,-2.032,-0.564444444,3.691,1.025277778,-0.06,0.016666667
3162,45.9618085,-66.62831958,683769.3184,5092539.145,-18.6956,5.2777,2.7299,6.3445,-2.349,-0.6525,3.558,0.988333333,-0.093,0.025833333
3163,45.96180705,-66.62830447,683770.494,5092539.019,-18.6472,5.2773,2.7299,6.3444,-2.653,-0.736944444,3.181,0.883611111,0,0
3164,45.96180307,-66.62828963,683771.657,5092538.611,-18.8427,5.2768,2.73,6.3443,-2.684,-0.745555556,2.979,0.8275,-0.009,0.0025
3165,45.96179591,-66.62827412,683772.8825,5092537.851,-18.8228,5.2763,2.73,6.3441,-2.597,-0.721388889,3.061,0.850277778,-0.009,0.0025
3166,45.96179138,-66.62825954,683774.0272,5092537.381,-18.8751,5.2759,2.73,6.344,-2.666,-0.740555556,3.19,0.886111111,0.052,-0.014444444
3167,45.96178315,-66.62824733,683775.0005,5092536.495,-18.689,5.2754,2.73,6.3438,-2.892,-0.803333333,3.093,0.859166667,-0.03,0.008333333
3168,45.96177659,-66.62823553,683775.9365,5092535.793,-18.4232,5.2749,2.73,6.3437,-3.051,-0.8475,2.912,0.808888889,-0.067,0.018611111
3169,45.96177251,-66.62822224,683776.9797,5092535.371,-18.5491,5.2745,2.73,6.3436,-3.047,-0.846388889,2.819,0.783055556,0.008,-0.002222222
3170,45.96176405,-66.62820884,683778.046,5092534.462,-18.4005,5.274,2.73,6.3434,-2.71,-0.752777778,3.016,0.837777778,-0.062,0.017222222
3171,45.96175784,-66.62819767,683778.932,5092533.798,-18.6101,5.2735,2.73,6.3433,-2.349,-0.6525,3.284,0.912222222,-0.011,0.003055556
3172,45.96175171,-66.62818697,683779.7814,5092533.141,-18.6775,5.273,2.73,6.3432,-1.968,-0.546666667,3.557,0.988055556,-0.065,0.018055556
3173,45.96174562,-66.62817433,683780.7809,5092532.494,-18.622,5.2726,2.73,6.343,-1.817,-0.504722222,3.659,1.016388889,0.085,-0.023611111
3174,45.9617396,-66.62816344,683781.6446,5092531.85,-18.625,5.2721,2.73,6.3429,-1.999,-0.555277778,3.744,1.04,-0.004,0.001111111
3175,45.96173277,-66.62815213,683782.5435,5092531.117,-18.483,5.2716,2.73,6.3428,-2.233,-0.620277778,3.611,1.003055556,-0.033,0.009166667
3176,45.96172497,-66.62814193,683783.3597,5092530.274,-18.681,5.2712,2.73,6.3426,-2.394,-0.665,3.558,0.988333333,-0.02,0.005555556
3177,45.96171782,-66.62813214,683784.1419,5092529.502,-18.7794,5.2707,2.73,6.3425,-2.34,-0.65,3.509,0.974722222,-0.014,0.003888889
3178,45.96171265,-66.62812145,683784.9873,5092528.953,-18.6538,5.2702,2.73,6.3423,-2.201,-0.611388889,3.586,0.996111111,-0.008,0.002222222
3179,45.96170613,-66.62811105,683785.8147,5092528.252,-18.5986,5.2697,2.73,6.3422,-2.199,-0.610833333,3.691,1.025277778,-0.004,0.001111111
3180,45.96170074,-66.62810032,683786.6639,5092527.678,-18.5508,5.2693,2.73,6.3421,-2.291,-0.636388889,3.676,1.021111111,-0.015,0.004166667
3181,45.96169628,-66.62808918,683787.5419,5092527.208,-18.5983,5.2688,2.7301,6.3419,-2.459,-0.683055556,3.585,0.995833333,-0.053,0.014722222
3182,45.96168939,-66.62807553,683788.6223,5092526.474,-18.6018,5.2683,2.7301,6.3418,-2.528,-0.702222222,3.509,0.974722222,-0.01,0.002777778
