X,Y,Z,Latitude,Longitude,Altitude (m)
683740.886646038,5092363.80216515,-21.689,45.96023931,-66.6287535,-21.689
683741.636565026,5092364.1158364,-21.691,45.96024193,-66.62874371,-21.691
683742.440076575,5092364.47891972,-21.691,45.96024498,-66.62873321,-21.691
683743.356702834,5092364.81979404,-21.697,45.9602478,-66.62872126,-21.697
683744.440187681,5092364.97436909,-21.697,45.9602489,-66.62870723,-21.697
683745.624947301,5092364.77500247,-21.7,45.96024679,-66.62869203,-21.7
683746.764354583,5092364.19731305,-21.702,45.96024129,-66.62867756,-21.702
683747.776941051,5092363.34674098,-21.704,45.96023337,-66.62866483,-21.704
683748.609945618,5092362.27620427,-21.705,45.96022352,-66.6286545,-21.705
683749.211958361,5092361.04533323,-21.703,45.96021229,-66.62864721,-21.703
683749.55741827,5092359.73120788,-21.699,45.96020038,-66.62864326,-21.699
683749.669249513,5092358.4234718,-21.695,45.96018859,-66.62864232,-21.695
683749.672000682,5092357.18476945,-21.691,45.96017745,-66.62864276,-21.691
683749.727186883,5092356.03436518,-21.692,45.96016709,-66.62864249,-21.692
683749.9171839,5092355.04476818,-21.691,45.96015814,-66.62864042,-21.691
683750.220976202,5092354.16642418,-21.692,45.96015016,-66.62863684,-21.692
683750.578673071,5092353.35306972,-21.692,45.96014275,-66.62863254,-21.692
683750.958935327,5092352.58931568,-21.694,45.96013578,-66.62862793,-21.694
683751.316854304,5092351.87271314,-21.696,45.96012924,-66.62862359,-21.696
683751.636323352,5092351.19722254,-21.696,45.96012308,-66.62861973,-21.696
683751.91396428,5092350.54606309,-21.697,45.96011715,-66.6286164,-21.697
683752.152267022,5092349.91374883,-21.698,45.9601114,-66.62861357,-21.698
683752.372152729,5092349.30090258,-21.694,45.96010583,-66.62861097,-21.694
683752.577561833,5092348.70541761,-21.69,45.96010042,-66.62860855,-21.69
683752.781733065,5092348.125464,-21.684,45.96009515,-66.62860614,-21.684
683753.002223563,5092347.57046053,-21.68,45.9600901,-66.62860351,-21.68
683753.244556564,5092347.03723558,-21.674,45.96008524,-66.62860059,-21.674
683753.49892351,5092346.51660105,-21.672,45.96008049,-66.62859751,-21.672
683753.777622916,5092346.01225911,-21.666,45.96007588,-66.62859411,-21.666
683754.07907199,5092345.52527464,-21.662,45.96007142,-66.62859041,-21.662
683754.403006137,5092345.0645359,-21.655,45.96006719,-66.62858641,-21.655
683754.743391864,5092344.6243032,-21.652,45.96006314,-66.62858219,-21.652
683755.099520466,5092344.20233141,-21.646,45.96005925,-66.62857776,-21.646
683755.479750012,5092343.80442943,-21.64,45.96005557,-66.62857301,-21.64
683755.867198986,5092343.42453462,-21.633,45.96005205,-66.62856816,-21.633
683756.258701803,5092343.06477679,-21.627,45.96004871,-66.62856325,-21.627
683756.654258459,5092342.72515592,-21.623,45.96004555,-66.62855828,-21.623
683757.10217035,5092342.26810813,-21.621,45.96004132,-66.62855268,-21.621
683757.496740452,5092341.5448129,-21.621,45.96003471,-66.62854787,-21.621
683757.568804292,5092340.63510626,-21.617,45.96002651,-66.62854729,-21.617
683757.248127887,5092339.73594794,-21.614,45.96001851,-66.62855177,-21.614
683756.745477261,5092338.98371827,-21.606,45.96001188,-66.62855854,-21.606
683756.314916681,5092338.28478744,-21.604,45.96000571,-66.62856436,-21.604
683756.003613716,5092337.46152525,-21.602,45.95999839,-66.62856869,-21.602
683755.786843852,5092336.45870694,-21.603,45.95998943,-66.62857187,-21.603
683755.63375915,5092335.29654242,-21.603,45.95997902,-66.62857429,-21.603
683755.498850659,5092334.04484583,-21.604,45.9599678,-66.62857651,-21.604
683755.336231451,5092332.76007588,-21.606,45.95995629,-66.6285791,-21.606
683755.134259656,5092331.46857435,-21.603,45.95994473,-66.6285822,-21.603
683754.924969125,5092330.16239878,-21.597,45.95993304,-66.6285854,-21.597
683754.737095843,5092328.84018058,-21.596,45.9599212,-66.62858833,-21.596
683754.572156464,5092327.50307693,-21.593,45.95990922,-66.62859097,-21.593
683754.408322599,5092326.15488605,-21.587,45.95989714,-66.6285936,-21.587
683754.234216995,5092324.81306149,-21.587,45.95988512,-66.62859636,-21.587
683754.062435874,5092323.47130614,-21.582,45.9598731,-66.62859909,-21.582
683753.919589121,5092322.12151604,-21.579,45.959861,-66.62860145,-21.579
683753.8192463,5092320.75075099,-21.576,45.9598487,-66.62860327,-21.576
683753.745069188,5092319.36074862,-21.576,45.95983622,-66.62860476,-21.576
683753.635725559,5092317.97970749,-21.573,45.95982383,-66.6286067,-21.573
683753.473870752,5092316.61711942,-21.569,45.95981162,-66.62860931,-21.569
683753.302897021,5092315.27427615,-21.567,45.95979959,-66.62861203,-21.567
683753.155433658,5092313.92323667,-21.563,45.95978748,-66.62861445,-21.563
683753.082078266,5092312.55772312,-21.562,45.95977522,-66.62861592,-21.562
683753.098148629,5092311.15817523,-21.562,45.95976263,-66.62861625,-21.562
683753.165015029,5092309.74568331,-21.557,45.95974991,-66.62861593,-21.557
683753.238146486,5092308.33115388,-21.554,45.95973717,-66.62861553,-21.554
683753.252222965,5092306.9204265,-21.549,45.95972448,-66.62861589,-21.549
683753.167376724,5092305.55012283,-21.543,45.95971218,-66.62861751,-21.543
683753.07769694,5092304.21192371,-21.54,45.95970017,-66.62861918,-21.54
683753.05511842,5092302.86015393,-21.534,45.95968802,-66.62861999,-21.534
683753.127191413,5092301.48117747,-21.528,45.9596756,-66.62861959,-21.528
683753.275253094,5092300.07666276,-21.521,45.95966293,-66.62861822,-21.521
683753.477111197,5092298.66262939,-21.515,45.95965016,-66.62861616,-21.515
683753.71393749,5092297.24630095,-21.51,45.95963736,-66.62861365,-21.51
683753.959797643,5092295.83913757,-21.506,45.95962464,-66.62861102,-21.506
683754.228672304,5092294.44044342,-21.502,45.95961199,-66.62860809,-21.502
683754.50758723,5092293.04316019,-21.505,45.95959935,-66.62860503,-21.505
683754.784952525,5092291.64583083,-21.502,45.95958671,-66.62860199,-21.502
683755.057437203,5092290.25614029,-21.506,45.95957414,-66.62859901,-21.506
683755.344842871,5092288.86022186,-21.508,45.95956151,-66.62859584,-21.508
683755.680323393,5092287.46462259,-21.512,45.95954887,-66.62859205,-21.512
683756.052288885,5092286.06788544,-21.514,45.95953621,-66.62858779,-21.514
683756.450599967,5092284.6719326,-21.515,45.95952355,-66.62858319,-21.515
683756.89368807,5092283.28287285,-21.515,45.95951094,-66.62857801,-21.515
683757.383169108,5092281.89853026,-21.514,45.95949836,-66.62857223,-21.514
683757.897313772,5092280.51937,-21.513,45.95948582,-66.62856613,-21.513
683758.430433409,5092279.15411882,-21.514,45.9594734,-66.62855978,-21.514
683759.004767643,5092277.81122291,-21.517,45.95946117,-66.62855289,-21.517
683759.601341724,5092276.47677322,-21.513,45.95944901,-66.62854571,-21.513
683760.201048584,5092275.14130483,-21.513,45.95943684,-66.62853849,-21.513
683760.749931052,5092273.76762696,-21.514,45.95942434,-66.62853194,-21.514
683761.14095814,5092272.3558893,-21.511,45.95941154,-66.62852744,-21.511
683761.425464656,5092270.95321268,-21.509,45.95939885,-66.62852431,-21.509
683761.777909181,5092269.58703104,-21.511,45.95938647,-66.62852029,-21.511
683762.27953956,5092268.2375229,-21.512,45.9593742,-66.62851434,-21.512
683762.864114124,5092266.88937205,-21.512,45.95936192,-66.62850732,-21.512
683763.378426368,5092265.50465705,-21.513,45.95934933,-66.62850122,-21.513
683763.683510149,5092264.08813691,-21.512,45.95933651,-66.62849783,-21.512
683763.779492796,5092262.68763202,-21.508,45.95932389,-66.62849713,-21.508
683763.862704057,5092261.40350844,-21.509,45.95931232,-66.62849655,-21.509
683764.088821646,5092260.29488951,-21.505,45.95930229,-66.62849406,-21.505
683764.413040347,5092259.3037286,-21.507,45.95929329,-66.62849026,-21.507
683764.778303429,5092258.39274266,-21.508,45.959285,-66.6284859,-21.508
683765.141846649,5092257.53953028,-21.51,45.95927723,-66.62848154,-21.51
683765.500636671,5092256.74177715,-21.508,45.95926996,-66.62847722,-21.508
683765.83182431,5092255.98545884,-21.507,45.95926307,-66.62847324,-21.507
683766.138509031,5092255.27066762,-21.506,45.95925656,-66.62846956,-21.506
683766.429644378,5092254.58321386,-21.504,45.9592503,-66.62846607,-21.504
683766.703845988,5092253.91749627,-21.504,45.95924424,-66.62846279,-21.504
683766.973582777,5092253.21939735,-21.499,45.95923789,-66.62845958,-21.499
683767.254777738,5092252.34482924,-21.507,45.95922995,-66.62845629,-21.507
683767.551243493,5092251.42623519,-21.502,45.95922161,-66.62845282,-21.502
683767.886273354,5092250.48877298,-21.5,45.95921309,-66.62844886,-21.5
683768.275482949,5092249.50288313,-21.498,45.95920412,-66.62844422,-21.498
683768.749045085,5092248.44499958,-21.494,45.95919448,-66.62843852,-21.494
683769.295813936,5092247.32479869,-21.496,45.95918426,-66.6284319,-21.496
683769.821869148,5092246.27515008,-21.489,45.95917468,-66.62842552,-21.489
683770.274202795,5092245.33117214,-21.489,45.95916607,-66.62842005,-21.489
683770.66056841,5092244.44083098,-21.485,45.95915796,-66.62841541,-21.485
683770.97338263,5092243.59834077,-21.484,45.9591503,-66.6284117,-21.484
683771.21058542,5092242.79474403,-21.482,45.95914301,-66.62840895,-21.482
683771.400005966,5092242.03309332,-21.482,45.95913611,-66.6284068,-21.482
683771.580520135,5092241.31009797,-21.48,45.95912956,-66.62840475,-21.48
683771.75771741,5092240.6203643,-21.481,45.95912331,-66.62840273,-21.481
683771.955519582,5092239.96794056,-21.481,45.95911739,-66.62840043,-21.481
683772.175807169,5092239.3417626,-21.482,45.9591117,-66.62839783,-21.482
683772.427103766,5092238.74208416,-21.482,45.95910624,-66.62839482,-21.482
683772.686550943,5092238.07703953,-21.482,45.95910019,-66.62839173,-21.482
683772.86164181,5092237.17151235,-21.486,45.959092,-66.62838982,-21.486
683772.737225902,5092236.19257149,-21.482,45.95908323,-66.6283918,-21.482
683772.243029894,5092235.39055212,-21.48,45.95907615,-66.62839848,-21.48
683771.555757151,5092234.95197345,-21.477,45.95907239,-66.62840751,-21.477
683770.883787151,5092234.83299863,-21.476,45.9590715,-66.62841622,-21.476
683770.273745145,5092234.84819728,-21.477,45.9590718,-66.62842408,-21.477
683769.639516717,5092234.86823601,-21.483,45.95907215,-66.62843225,-21.483
683768.964186985,5092234.88816318,-21.484,45.95907251,-66.62844095,-21.484
683768.276685988,5092234.95220867,-21.489,45.95907327,-66.62844979,-21.489
683767.592908108,5092235.04750147,-21.495,45.95907431,-66.62845857,-21.495
683766.945932048,5092235.10496946,-21.497,45.959075,-66.62846689,-21.497
683766.421263195,5092235.06599738,-21.501,45.95907479,-66.62847367,-21.501
683765.987046653,5092234.95854923,-21.502,45.95907394,-66.62847931,-21.502
683765.61332217,5092234.82510164,-21.506,45.95907284,-66.62848418,-21.506
683765.306104395,5092234.69808207,-21.51,45.95907178,-66.62848819,-21.51
683765.052499235,5092234.59378686,-21.512,45.95907091,-66.6284915,-21.512
683764.852440541,5092234.51443806,-21.514,45.95907025,-66.62849411,-21.514
683764.704510881,5092234.45554543,-21.517,45.95906976,-66.62849604,-21.517
683764.594351512,5092234.40444931,-21.519,45.95906933,-66.62849748,-21.519
683764.512961647,5092234.35087364,-21.519,45.95906887,-66.62849855,-21.519
683764.454473068,5092234.28352356,-21.522,45.95906828,-66.62849933,-21.522
683764.41501141,5092234.20228373,-21.526,45.95906756,-66.62849987,-21.526
683764.384834091,5092234.09574396,-21.528,45.95906661,-66.6285003,-21.528
683764.367106751,5092233.96177447,-21.529,45.95906541,-66.62850058,-21.529
683764.359306319,5092233.80697224,-21.532,45.95906402,-66.62850074,-21.532
683764.358432534,5092233.6279119,-21.532,45.95906241,-66.62850082,-21.532
683764.364731054,5092233.44239299,-21.532,45.95906074,-66.62850081,-21.532
683764.382950345,5092233.24722083,-21.531,45.95905898,-66.62850065,-21.531
683764.414441699,5092233.04910775,-21.532,45.95905719,-66.62850032,-21.532
683764.456072548,5092232.84907249,-21.535,45.95905538,-66.62849986,-21.535
683764.510909311,5092232.64831837,-21.535,45.95905356,-66.62849923,-21.535
683764.575885574,5092232.44564207,-21.537,45.95905172,-66.62849847,-21.537
683764.650193388,5092232.24213156,-21.538,45.95904987,-66.62849759,-21.538
683764.73386583,5092232.03667581,-21.538,45.959048,-66.62849659,-21.538
683764.82461136,5092231.82809459,-21.536,45.9590461,-66.6284955,-21.536
683764.920171512,5092231.61409663,-21.539,45.95904415,-66.62849435,-21.539
683765.023513473,5092231.39921833,-21.54,45.95904219,-66.6284931,-21.54
683765.129510817,5092231.17329893,-21.543,45.95904013,-66.62849182,-21.543
683765.246224086,5092230.95214661,-21.545,45.95903811,-66.6284904,-21.545
683765.372169685,5092230.73349317,-21.549,45.95903611,-66.62848886,-21.549
683765.504347352,5092230.51391326,-21.554,45.9590341,-66.62848724,-21.554
683765.641982215,5092230.29338379,-21.556,45.95903208,-66.62848555,-21.556
683765.787365815,5092230.07308501,-21.559,45.95903006,-66.62848376,-21.559
683765.935981222,5092229.84843439,-21.56,45.959028,-66.62848193,-21.56
683766.090762548,5092229.62507934,-21.561,45.95902595,-66.62848002,-21.561
683766.257974929,5092229.40098237,-21.56,45.95902389,-66.62847795,-21.56
683766.426028348,5092229.17468641,-21.556,45.95902181,-66.62847587,-21.556
683766.601764356,5092228.9508432,-21.551,45.95901975,-66.62847369,-21.551
683766.781473972,5092228.72378225,-21.55,45.95901766,-66.62847146,-21.55
683766.966508484,5092228.50021587,-21.55,45.9590156,-66.62846916,-21.55
683767.150966593,5092228.26996025,-21.549,45.95901348,-66.62846687,-21.549
683767.339365233,5092228.03759791,-21.547,45.95901134,-66.62846453,-21.547
683767.526989015,5092227.80521252,-21.546,45.9590092,-66.6284622,-21.546
683767.713129216,5092227.57055893,-21.548,45.95900704,-66.62845989,-21.548
683767.903951747,5092227.33493273,-21.55,45.95900487,-66.62845752,-21.55
683768.091707874,5092227.09810323,-21.551,45.95900269,-66.62845519,-21.551
683768.282728891,5092226.85581086,-21.551,45.95900046,-66.62845282,-21.551
683768.470518124,5092226.61787035,-21.556,45.95899827,-66.62845049,-21.556
683768.659280702,5092226.37328673,-21.558,45.95899602,-66.62844815,-21.558
683768.852083044,5092226.1232633,-21.561,45.95899372,-66.62844576,-21.561
683769.045693352,5092225.87215193,-21.562,45.95899141,-66.62844336,-21.562
683769.238561878,5092225.61990645,-21.563,45.95898909,-66.62844097,-21.563
683769.431463496,5092225.36654996,-21.566,45.95898676,-66.62843858,-21.566
683769.625914875,5092225.11323961,-21.57,45.95898443,-66.62843617,-21.57
683769.822790121,5092224.85666538,-21.573,45.95898207,-66.62843373,-21.573
683770.014983064,5092224.60106378,-21.573,45.95897972,-66.62843135,-21.573
683770.216474507,5092224.345739,-21.576,45.95897737,-66.62842885,-21.576
683770.415608269,5092224.09145606,-21.581,45.95897503,-66.62842638,-21.581
683770.608609208,5092223.83476651,-21.583,45.95897267,-66.62842399,-21.583
683770.808385567,5092223.58495077,-21.587,45.95897037,-66.62842151,-21.587
683771.006645271,5092223.33397786,-21.589,45.95896806,-66.62841905,-21.589
683771.20938885,5092223.08869852,-21.593,45.9589658,-66.62841653,-21.593
683771.418298359,5092222.84471478,-21.598,45.95896355,-66.62841393,-21.598
683771.631824049,5092222.60198048,-21.602,45.95896131,-66.62841127,-21.602
683771.848383098,5092222.36156053,-21.607,45.95895909,-66.62840857,-21.607
683772.064909088,5092222.12225161,-21.61,45.95895688,-66.62840587,-21.61
683772.290700502,5092221.88433056,-21.614,45.95895468,-66.62840305,-21.614
683772.526565299,5092221.64670942,-21.619,45.95895248,-66.6284001,-21.619
683772.768596029,5092221.41038387,-21.623,45.95895029,-66.62839707,-21.623
683773.019826035,5092221.17766825,-21.626,45.95894813,-66.62839392,-21.626
683773.275029661,5092220.9417349,-21.632,45.95894594,-66.62839072,-21.632
683773.537306407,5092220.70267609,-21.634,45.95894372,-66.62838743,-21.634
683773.796582908,5092220.46019192,-21.639,45.95894147,-66.62838418,-21.639
683774.055084553,5092220.2176847,-21.641,45.95893922,-66.62838094,-21.641
683774.314559559,5092219.96853438,-21.648,45.95893691,-66.62837769,-21.648
683774.567126871,5092219.71695438,-21.653,45.95893458,-66.62837453,-21.653
683774.81430316,5092219.46410188,-21.659,45.95893224,-66.62837144,-21.659
683775.064578966,5092219.21134166,-21.659,45.9589299,-66.62836831,-21.659
683775.310205546,5092218.95844304,-21.663,45.95892756,-66.62836524,-21.663
683775.55438163,5092218.7021652,-21.662,45.95892519,-66.62836219,-21.662
683775.790941301,5092218.44121255,-21.661,45.95892278,-66.62835924,-21.661
683776.028918427,5092218.18475017,-21.664,45.95892041,-66.62835627,-21.664
683776.260663501,5092217.92921427,-21.664,45.95891805,-66.62835338,-21.664
683776.492441669,5092217.67256735,-21.666,45.95891568,-66.62835049,-21.666
683776.72196139,5092217.41362916,-21.665,45.95891329,-66.62834763,-21.665
683776.952865487,5092217.16029228,-21.667,45.95891095,-66.62834475,-21.667
683777.187776289,5092216.90262663,-21.671,45.95890857,-66.62834182,-21.671
683777.415004519,5092216.64250823,-21.671,45.95890617,-66.62833899,-21.671
683777.648266376,5092216.38812955,-21.674,45.95890382,-66.62833608,-21.674
683777.891965481,5092216.12182946,-21.68,45.95890136,-66.62833304,-21.68
683778.135466139,5092215.86219555,-21.677,45.95889896,-66.62833,-21.677
683778.386880955,5092215.59723721,-21.681,45.95889651,-66.62832686,-21.681
683778.645236589,5092215.33359753,-21.681,45.95889407,-66.62832363,-21.681
683778.895777338,5092215.07194923,-21.681,45.95889165,-66.6283205,-21.681
683779.139476546,5092214.80564918,-21.681,45.95888919,-66.62831746,-21.681
683779.383983729,5092214.53826119,-21.682,45.95888672,-66.62831441,-21.682
683779.626875026,5092214.27304912,-21.682,45.95888427,-66.62831138,-21.682
683779.859759124,5092214.00531509,-21.686,45.9588818,-66.62830848,-21.686
683780.092643242,5092213.73758107,-21.686,45.95887933,-66.62830558,-21.686
683780.313805017,5092213.47283409,-21.689,45.95887689,-66.62830283,-21.689
683780.536681953,5092213.20257812,-21.691,45.9588744,-66.62830006,-21.691
683780.75797608,5092212.93338704,-21.691,45.95887192,-66.62829731,-21.691
683780.978759978,5092212.65528466,-21.696,45.95886936,-66.62829457,-21.696
683781.201835442,5092212.37836252,-21.698,45.95886681,-66.6282918,-21.698
683781.417162173,5092212.10120969,-21.7,45.95886426,-66.62828913,-21.7
683781.633164561,5092211.82741303,-21.703,45.95886174,-66.62828645,-21.703
683781.850617485,5092211.55699561,-21.708,45.95885925,-66.62828375,-21.708
683782.065745799,5092211.28650898,-21.707,45.95885676,-66.62828108,-21.707
683782.27706591,5092211.01368495,-21.709,45.95885425,-66.62827846,-21.709
683782.491518623,5092210.73984218,-21.711,45.95885173,-66.6282758,-21.711
683782.703004166,5092210.46146301,-21.714,45.95884917,-66.62827318,-21.714
683782.909873553,5092210.1818344,-21.715,45.9588466,-66.62827062,-21.715
683783.121326053,5092209.90456627,-21.716,45.95884405,-66.628268,-21.716
683783.336076549,5092209.62072426,-21.718,45.95884144,-66.62826534,-21.718
683783.544661136,5092209.33558666,-21.718,45.95883882,-66.62826276,-21.718
683783.748563409,5092209.05142167,-21.721,45.95883621,-66.62826024,-21.721
683783.955598282,5092208.76623794,-21.724,45.95883359,-66.62825768,-21.724
683784.157109806,5092208.48422581,-21.726,45.958831,-66.62825519,-21.726
683784.350707195,5092208.20753813,-21.728,45.95882846,-66.6282528,-21.728
683784.552894391,5092207.92888218,-21.736,45.9588259,-66.6282503,-21.736
683784.748882598,5092207.65004166,-21.738,45.95882334,-66.62824788,-21.738
683784.940287728,5092207.36884067,-21.738,45.95882076,-66.62824552,-21.738
683785.141123698,5092207.08347241,-21.741,45.95881814,-66.62824304,-21.741
683785.340575333,5092206.79250287,-21.74,45.95881547,-66.62824058,-21.74
683785.531437191,5092206.50350162,-21.737,45.95881282,-66.62823823,-21.737
683785.721458031,5092206.21669936,-21.738,45.95881019,-66.62823589,-21.738
683785.913770437,5092205.93107734,-21.738,45.95880757,-66.62823352,-21.738
683786.103725151,5092205.64649715,-21.74,45.95880496,-66.62823118,-21.74
683786.290514219,5092205.36404675,-21.738,45.95880237,-66.62822888,-21.738
683786.477369461,5092205.07937428,-21.741,45.95879976,-66.62822658,-21.741
683786.66715883,5092204.80034926,-21.745,45.9587972,-66.62822424,-21.745
683786.860113877,5092204.51919446,-21.747,45.95879462,-66.62822186,-21.747
683787.062334377,5092204.23942756,-21.752,45.95879205,-66.62821936,-21.752
683787.269270312,5092203.95757702,-21.753,45.95878946,-66.6282168,-21.753
683787.480690126,5092203.68142007,-21.755,45.95878692,-66.62821418,-21.755
683787.696858454,5092203.40206846,-21.76,45.95878435,-66.6282115,-21.76
683787.915285272,5092203.12500812,-21.762,45.9587818,-66.62820879,-21.762
683788.127612336,5092202.84443014,-21.763,45.95877922,-66.62820616,-21.763
683788.343105083,5092202.5617224,-21.766,45.95877662,-66.62820349,-21.766
683788.553816272,5092202.28332035,-21.77,45.95877406,-66.62820088,-21.77
683788.766275711,5092201.99829827,-21.769,45.95877144,-66.62819825,-21.769
683788.975734901,5092201.70985082,-21.77,45.95876879,-66.62819566,-21.77
683789.191393124,5092201.42158795,-21.771,45.95876614,-66.62819299,-21.771
683789.408700359,5092201.13003814,-21.77,45.95876346,-66.6281903,-21.77
683789.628431484,5092200.83522446,-21.77,45.95876075,-66.62818758,-21.77
683789.847420833,5092200.53927669,-21.77,45.95875803,-66.62818487,-21.77
683790.075741803,5092200.24249475,-21.772,45.9587553,-66.62818204,-21.772
683790.302579201,5092199.94344462,-21.77,45.95875255,-66.62817923,-21.77
683790.52951586,5092199.64106141,-21.773,45.95874977,-66.62817642,-21.773
683790.761678197,5092199.34550588,-21.772,45.95874705,-66.62817354,-21.772
683790.992423124,5092199.0454601,-21.777,45.95874429,-66.62817068,-21.777
683791.222327034,5092198.74761331,-21.779,45.95874155,-66.62816783,-21.779
683791.457721266,5092198.44770598,-21.779,45.95873879,-66.62816491,-21.779
683791.696281187,5092198.14566888,-21.78,45.95873601,-66.62816195,-21.78
683791.934198578,5092197.83916459,-21.782,45.95873319,-66.628159,-21.782
683792.168373925,5092197.52810085,-21.784,45.95873033,-66.6281561,-21.784
683792.398608749,5092197.2191438,-21.783,45.95872749,-66.62815325,-21.783
683792.628101798,5092196.90905267,-21.785,45.95872464,-66.62815041,-21.785
683792.861535417,5092196.59685484,-21.788,45.95872177,-66.62814752,-21.788
683793.085604368,5092196.28660222,-21.786,45.95871892,-66.62814475,-21.786
683793.315938522,5092195.97431212,-21.784,45.95871605,-66.6281419,-21.784
683793.55172992,5092195.66107251,-21.787,45.95871317,-66.62813898,-21.787
683793.783713116,5092195.34549548,-21.783,45.95871027,-66.62813611,-21.783
683794.013173218,5092195.03651542,-21.782,45.95870743,-66.62813327,-21.782
683794.253382385,5092194.73119147,-21.78,45.95870462,-66.62813029,-21.78
683794.493525413,5092194.42808958,-21.78,45.95870183,-66.62812731,-21.78
683794.69075247,5092194.13371802,-21.767,45.95869913,-66.62812488,-21.767
683794.833308061,5092193.85217482,-21.696,45.95869656,-66.62812315,-21.696
683795.023263523,5092193.56759489,-21.638,45.95869395,-66.62812081,-21.638
683795.245088231,5092193.28062782,-21.615,45.95869131,-66.62811806,-21.615
683795.475502776,5092192.99169249,-21.601,45.95868865,-66.6281152,-21.601
683795.711374566,5092192.70180765,-21.588,45.95868598,-66.62811227,-21.588
683795.951895645,5092192.41206125,-21.575,45.95868331,-66.62810928,-21.575
683796.196258055,5092192.12354124,-21.563,45.95868065,-66.62810624,-21.563
683796.432871707,5092191.83479053,-21.548,45.95867799,-66.6281033,-21.548
683796.674644877,5092191.55508956,-21.537,45.95867541,-66.62810029,-21.537
683796.926080497,5092191.26344415,-21.531,45.95867272,-66.62809716,-21.531
683797.169998929,5092190.96379081,-21.531,45.95866996,-66.62809413,-21.531
683797.405095995,5092190.67388296,-21.531,45.95866729,-66.62809121,-21.531
683797.640868714,5092190.38733127,-21.534,45.95866465,-66.62808828,-21.534
683797.871448878,5092190.09284088,-21.531,45.95866194,-66.62808542,-21.531
683798.104433867,5092189.82177441,-21.53,45.95865944,-66.62808252,-21.53
683798.459763186,5092189.76563361,-21.526,45.95865884,-66.62807796,-21.526
683799.072644718,5092189.75941814,-21.526,45.95865862,-66.62807006,-21.526
683799.920830891,5092189.5344701,-21.523,45.95865637,-66.62805921,-21.523
683800.78751242,5092189.00093277,-21.518,45.95865134,-66.62804824,-21.518
683801.609828838,5092188.29037621,-21.52,45.95864473,-66.62803791,-21.52
683802.397587643,5092187.59435896,-21.515,45.95863826,-66.62802802,-21.515
683803.194828337,5092187.04874614,-21.516,45.95863314,-66.62801795,-21.516
683804.052484126,5092186.76625583,-21.521,45.95863037,-66.628007,-21.521
683804.865633199,5092186.91056608,-21.521,45.95863145,-66.62799646,-21.521
683805.374417593,5092187.40499428,-21.529,45.95863576,-66.62798971,-21.529
683805.405554826,5092187.97416101,-21.533,45.95864087,-66.62798909,-21.533
683805.085318508,5092188.44056782,-21.541,45.95864515,-66.62799304,-21.541
683804.728857718,5092188.76911819,-21.549,45.9586482,-66.62799751,-21.549
683804.431174485,5092189.07717846,-21.558,45.95865105,-66.62800123,-21.558
683804.202185664,5092189.44844503,-21.562,45.95865445,-66.62800404,-21.562
683804.064376696,5092189.90916377,-21.568,45.95865863,-66.62800564,-21.568
683803.978791185,5092190.43927043,-21.574,45.95866342,-66.62800654,-21.574
683803.880967932,5092191.01571733,-21.58,45.95866863,-66.62800758,-21.58
683803.696504677,5092191.61071268,-21.58,45.95867403,-66.62800973,-21.58
683803.423374553,5092192.21418802,-21.584,45.95867953,-66.62801302,-21.584
683803.115984443,5092192.8222033,-21.581,45.95868508,-66.62801675,-21.581
683802.799872242,5092193.43663098,-21.572,45.95869069,-66.62802059,-21.572
683802.503708424,5092194.05832474,-21.564,45.95869636,-66.62802417,-21.564
683802.216691769,5092194.7114273,-21.559,45.95870231,-66.62802762,-21.559
683802.060425862,5092195.4273599,-21.553,45.95870879,-66.62802936,-21.553
683802.153386744,5092196.18629797,-21.546,45.95871559,-66.62802787,-21.546
683802.337377245,5092196.8834497,-21.538,45.95872181,-66.62802523,-21.538
683802.363788988,5092197.55922913,-21.533,45.95872788,-66.62802463,-21.533
683802.228907939,5092198.26023027,-21.525,45.95873422,-66.6280261,-21.525
683802.075330619,5092198.96401076,-21.516,45.95874059,-66.62802781,-21.516
683802.015692833,5092199.69060467,-21.509,45.95874714,-66.6280283,-21.509
683802.062657234,5092200.43149293,-21.502,45.95875379,-66.62802741,-21.502
683802.1722543,5092201.17869422,-21.5,45.95876048,-66.62802571,-21.5
683802.31389992,5092201.94353001,-21.496,45.95876732,-66.62802359,-21.496
683802.446988771,5092202.70922304,-21.498,45.95877417,-66.62802158,-21.498
683802.580422387,5092203.48938253,-21.496,45.95878115,-66.62801956,-21.496
683802.695093519,5092204.27454343,-21.492,45.95878818,-66.62801778,-21.492
683802.813440498,5092205.06648587,-21.488,45.95879527,-66.62801595,-21.488
683802.950417549,5092205.85787103,-21.484,45.95880235,-66.62801388,-21.484
683803.080685331,5092206.64016031,-21.48,45.95880935,-66.6280119,-21.48
683803.143241121,5092207.43044151,-21.482,45.95881644,-66.62801079,-21.482
683803.14519116,5092208.22447816,-21.485,45.95882358,-66.62801046,-21.485
683803.142723511,5092209.01059917,-21.481,45.95883065,-66.62801019,-21.481
683803.174317299,5092209.79884642,-21.488,45.95883773,-66.62800948,-21.488
683803.248529227,5092210.58836269,-21.505,45.95884481,-66.62800822,-21.505
683803.334430423,5092211.376003,-21.526,45.95885187,-66.62800681,-21.526
683803.379674162,5092212.17466484,-21.531,45.95885904,-66.62800592,-21.531
683803.404738043,5092212.97383781,-21.549,45.95886622,-66.62800529,-21.549
