,X,Y,H
824,683717.3507222278,5092403.565555533,-10.022555558000018
825,683717.4968333389,5092403.203333312,-10.011722225000018
826,683717.6415555609,5092402.842222201,-10.005055558000018
827,683717.7857222279,5092402.479999979,-10.003666669000019
828,683717.9271111169,5092402.127499979,-9.997277780000019
829,683718.0668333389,5092401.776944423,-9.986444447000018
830,683718.203222228,5092401.427499979,-9.980055558000018
831,683718.3348888949,5092401.08361109,-9.974500002000019
832,683718.4626666729,5092400.7411110895,-9.970333335000019
833,683718.5882222289,5092400.405277756,-9.96255555700002
834,683718.7060000069,5092400.071111089,-9.95477777900002
835,683718.8198888958,5092399.738055533,-9.94561111200002
836,683718.9265555629,5092399.4097222,-9.93422222300002
837,683719.0251666739,5092399.083611089,-9.928111112000021
838,683719.1193333409,5092398.755833311,-9.922000001000022
839,683719.2140555629,5092398.431388867,-9.910611112000023
840,683719.3046111189,5092398.109999978,-9.900055556000023
841,683719.3910000079,5092397.7897222,-9.895888889000023
842,683719.4768333408,5092397.467777755,-9.894500000000024
843,683719.5626666738,5092397.152777755,-9.887277778000024
844,683719.6485000068,5092396.839722198,-9.878944445000025
845,683719.7332222287,5092396.52583331,-9.873111112000025
846,683719.8201666727,5092396.210277754,-9.868388890000025
847,683719.9115555617,5092395.897777754,-9.859500001000026
848,683720.0068333397,5092395.582222198,-9.848111112000026
849,683720.1018333397,5092395.26444442,-9.844500001000027
850,683720.2007222286,5092394.94583331,-9.837833334000027
851,683720.3021111176,5092394.626666643,-9.831444445000027
852,683720.4071111176,5092394.307222199,-9.820333334000027
853,683720.5146111177,5092393.988888865,-9.805611112000028
854,683720.6240555616,5092393.671111087,-9.790611112000027
855,683720.7351666726,5092393.353055531,-9.777277779000027
856,683720.8485000057,5092393.031666642,-9.767555557000026
857,683720.9648888947,5092392.705277753,-9.762833335000026
858,683721.0848888947,5092392.378055531,-9.757277779000027
859,683721.2073888947,5092392.04694442,-9.750611112000028
860,683721.3323888947,5092391.71194442,-9.744222223000028
861,683721.4607222277,5092391.378888864,-9.735611112000027
862,683721.5904444497,5092391.0411110865,-9.728388890000028
863,683721.7229444496,5092390.701944419,-9.720888890000028
864,683721.8568333386,5092390.358611086,-9.711166668000027
865,683721.9915555606,5092390.015555531,-9.697833335000027
866,683722.1262777826,5092389.6730555305,-9.681722224000026
867,683722.2612777826,5092389.325277752,-9.669222224000027
868,683722.3965555606,5092388.981388863,-9.654222224000026
869,683722.5298888936,5092388.639722196,-9.643388891000026
870,683722.6640555606,5092388.297777752,-9.629777780000026
871,683722.8001666716,5092387.956944419,-9.612277780000026
872,683722.9348888936,5092387.616111086,-9.598944447000026
873,683723.0698888936,5092387.280833308,-9.583944447000025
874,683723.2057222266,5092386.944444419,-9.573111114000024
875,683723.3404444486,5092386.607777752,-9.566444447000025
876,683723.4748888926,5092386.275277752,-9.550055558000025
877,683723.6085000036,5092385.944999974,-9.531722225000026
878,683723.7440555596,5092385.611944418,-9.515611114000025
879,683723.8810000037,5092385.278333307,-9.500333336000025
880,683724.0162777817,5092384.949166641,-9.481722225000025
881,683724.1501666707,5092384.621111085,-9.465055558000024
882,683724.2860000037,5092384.288333307,-9.456166669000025
883,683724.4187777817,5092383.95666664,-9.449777780000025
884,683724.5498888927,5092383.62666664,-9.440055558000024
885,683724.6846111147,5092383.293888862,-9.425888891000024
886,683724.8240555587,5092382.955555529,-9.412555558000024
887,683724.9623888916,5092382.616388862,-9.399222225000024
888,683725.0996111137,5092382.278333306,-9.385611114000024
889,683725.2396111137,5092381.939999973,-9.369777781000025
890,683725.3846111137,5092381.598055529,-9.354777781000024
891,683725.5296111137,5092381.259999974,-9.338111114000023
892,683725.6754444467,5092380.925277752,-9.319222225000024
893,683725.8276666687,5092380.589999974,-9.303388892000024
894,683725.9846111127,5092380.254999974,-9.285611114000025
895,683726.1435000018,5092379.9244444175,-9.264500003000025
896,683726.3060000017,5092379.593055529,-9.249500003000025
897,683726.4707222237,5092379.260555529,-9.237000003000025
898,683726.6362777797,5092378.92666664,-9.223388892000026
899,683726.8018333357,5092378.595277751,-9.205888892000026
900,683726.9662777797,5092378.263333307,-9.187277781000025
901,683727.1298888907,5092377.92777775,-9.173666670000026
902,683727.2957222237,5092377.590555528,-9.159777781000026
903,683727.4601666677,5092377.254166639,-9.142000003000026
904,683727.6210000007,5092376.915555528,-9.125888892000026
905,683727.7812777788,5092376.57527775,-9.112833336000026
906,683727.9387777788,5092376.233611084,-9.101444447000027
907,683728.0943333347,5092375.893888862,-9.085055558000027
908,683728.2465555567,5092375.554999973,-9.062555558000026
909,683728.3993333346,5092375.215833305,-9.040333336000026
910,683728.5540555567,5092374.873888861,-9.023111114000027
911,683728.7057222236,5092374.532222195,-9.009222225000027
912,683728.8587777796,5092374.1883333055,-8.987555558000027
913,683729.0165555576,5092373.843055528,-8.964222225000027
914,683729.1732222246,5092373.49777775,-8.943666669000027
915,683729.3296111135,5092373.15277775,-8.927833336000027
916,683729.4854444466,5092372.809444417,-8.910333336000027
917,683729.7251666685,5092372.53527775,-8.883388892000028
918,683730.1696111126,5092372.4366666395,-8.862000003000027
919,683730.7623888906,5092372.484444417,-8.843388892000027
920,683731.4448888906,5092372.639166639,-8.825888892000027
921,683732.1971111126,5092372.871944417,-8.809500003000027
922,683733.0021111127,5092373.167777751,-8.795611114000026
923,683733.8826666687,5092373.491666639,-8.781444447000027
924,683734.8965555577,5092373.741666639,-8.764777780000026
925,683736.0351666687,5092373.748055528,-8.752000002000026
926,683737.1954444468,5092373.432222195,-8.733666669000026
927,683738.2957222247,5092372.813055528,-8.718944447000027
928,683739.2737777807,5092371.931111084,-8.701166669000028
929,683740.0665555587,5092370.827499974,-8.688388891000027
930,683740.6229444477,5092369.568055529,-8.675888891000028
931,683740.9243333366,5092368.223888862,-8.656722224000028
932,683741.0129444477,5092366.8897221945,-8.639777780000028
933,683741.0104444477,5092365.600277751,-8.623388891000028
934,683741.0332222257,5092364.463055529,-8.606166669000029
935,683741.1312777817,5092363.500833306,-8.593388891000028
936,683741.3221111146,5092362.666388863,-8.582555558000028
937,683741.5876666707,5092361.913611085,-8.571722225000027
938,683741.8985000036,5092361.222222196,-8.557277781000026
939,683742.2221111147,5092360.581944418,-8.548388892000027
940,683742.5396111147,5092359.978611086,-8.537555559000026
941,683742.8471111147,5092359.400833308,-8.518388892000026
942,683743.1279444477,5092358.847222197,-8.504777781000026
943,683743.3848888917,5092358.306944419,-8.497277781000026
944,683743.6246111137,5092357.777777752,-8.483666670000026
945,683743.8543333357,5092357.2561110845,-8.469500003000027
946,683744.0721111137,5092356.735555529,-8.455888892000027
947,683744.2860000026,5092356.225277751,-8.444222225000027
948,683744.5023888916,5092355.719444417,-8.426444447000028
949,683744.7321111136,5092355.220833306,-8.412555558000028
950,683744.9743333356,5092354.728888862,-8.400611114000029
951,683745.2373888916,5092354.250277751,-8.38866667000003
952,683745.5182222247,5092353.78416664,-8.373666670000029
953,683745.8082222247,5092353.32916664,-8.36061111400003
954,683746.1129444467,5092352.884722196,-8.35422222500003
955,683746.4373888908,5092352.459999974,-8.339777781000029
956,683746.7768333348,5092352.045277752,-8.320611114000029
957,683747.1296111129,5092351.629999974,-8.307000003000029
958,683747.5579444459,5092350.984166641,-8.29866667000003
959,683747.8762777789,5092350.132777751,-8.29227778100003
960,683747.9179444459,5092349.216111084,-8.28588889200003
961,683747.6601666679,5092348.371111085,-8.265611114000029
962,683747.2679444458,5092347.5322221955,-8.259777781000029
963,683746.7982222239,5092346.673888862,-8.24727778100003
964,683746.3265555569,5092345.751111085,-8.24061111400003
965,683745.9182222239,5092344.722499973,-8.23866667000003
966,683745.5898888909,5092343.588888862,-8.22533333700003
967,683745.3151666688,5092342.384722196,-8.217000004000031
968,683745.0396111128,5092341.136111084,-8.203388893000032
969,683744.7640555567,5092339.8672221955,-8.193944449000032
970,683744.5043333347,5092338.568055528,-8.178388893000031
971,683744.2768333347,5092337.246944417,-8.16338889300003
972,683744.0693333347,5092335.90916664,-8.153944449000031
973,683743.8696111126,5092334.56916664,-8.143944449000031
974,683743.6707222236,5092333.221388862,-8.12727778200003
975,683743.4851666676,5092331.882499972,-8.11338889300003
976,683743.3257222236,5092330.525833305,-8.10088889300003
977,683743.2035000016,5092329.153055527,-8.089500004000032
978,683743.0648888906,5092327.774166638,-8.075888893000032
979,683742.8932222236,5092326.406944416,-8.068388893000032
980,683742.6918333346,5092325.059166638,-8.053666671000032
981,683742.4757222236,5092323.724166638,-8.043111115000032
982,683742.2946111127,5092322.383055527,-8.029500004000033
983,683742.1757222237,5092321.025833305,-8.018666671000032
984,683742.1204444458,5092319.644444416,-8.008388893000031
985,683742.1073888898,5092318.255277749,-7.998666671000032
986,683742.0821111117,5092316.858611082,-8.002555560000031
987,683741.9979444448,5092315.468055526,-7.9925555600000315
988,683741.8690555558,5092314.105555526,-7.9808888930000315
989,683741.7543333338,5092312.7644444145,-7.970888893000032
990,683741.6896111118,5092311.4033333035,-7.958944449000032
991,683741.6946111118,5092310.028611082,-7.950055560000032
992,683741.7660000008,5092308.631666638,-7.937277782000032
993,683741.8904444447,5092307.224444416,-7.9245000040000315
994,683742.0451666667,5092305.814444416,-7.915888893000032
995,683742.2273888887,5092304.410277749,-7.903666671000032
996,683742.4404444448,5092303.00277775,-7.892000004000032
997,683742.6632222228,5092301.593888861,-7.880611115000032
998,683742.8904444448,5092300.18777775,-7.866166671000032
999,683743.1290555558,5092298.783611083,-7.8456111150000325
1000,683743.3848888888,5092297.373611083,-7.826722226000032
1001,683743.6659999999,5092295.964999972,-7.820333337000032
1002,683743.9846111109,5092294.5597221935,-7.8003333370000325
1003,683744.3346111109,5092293.154722193,-7.788666670000032
1004,683744.7293333329,5092291.753055526,-7.776722226000032
1005,683745.1671111109,5092290.35499997,-7.769222226000032
1006,683745.6362777778,5092288.960833303,-7.753388893000032
1007,683746.1415555559,5092287.585555525,-7.740055560000032
1008,683746.6868333338,5092286.21861108,-7.728944449000032
1009,683747.2515555558,5092284.867777747,-7.712555560000032
1010,683747.7982222228,5092283.495555525,-7.696166671000032
1011,683748.2571111119,5092282.079722192,-7.684500004000032
1012,683748.590166668,5092280.652222192,-7.676166671000032
1013,683748.903500001,5092279.255277748,-7.667833338000031
1014,683749.284055557,5092277.875555526,-7.6514444490000315
1015,683749.744333335,5092276.507222193,-7.646444449000032
1016,683750.241555557,5092275.120833305,-7.6453333380000315
1017,683750.648222224,5092273.695833305,-7.636444449000032
1018,683750.860444446,5092272.246111083,-7.621444449000032
1019,683750.980722224,5092270.848888861,-7.6125555600000325
1020,683751.123500002,5092269.624999972,-7.591444449000033
1021,683751.328222224,5092268.559999972,-7.586444449000033
1022,683751.597111113,5092267.589722194,-7.5728333380000326
1023,683751.910166669,5092266.688055526,-7.559500005000032
1024,683752.2387777801,5092265.839444416,-7.549222227000032
1025,683752.577944447,5092265.038055527,-7.537833338000032
1026,683752.913222225,5092264.274166638,-7.520333338000032
1027,683753.233222225,5092263.539444416,-7.504500005000033
1028,683753.534611114,5092262.831944416,-7.494222227000033
1029,683753.8118333359,5092262.145555527,-7.485611116000033
1030,683754.092944447,5092261.321944416,-7.477277783000033
1031,683754.362944447,5092260.387222193,-7.457833339000032
1032,683754.6246111139,5092259.437499971,-7.444500006000032
1033,683754.909611114,5092258.45888886,-7.427833339000032
1034,683755.247111114,5092257.409444417,-7.417833339000032
1035,683755.6643333359,5092256.285833306,-7.403111117000033
1036,683756.122944447,5092255.159444417,-7.398111117000033
1037,683756.555722225,5092254.131666639,-7.3842222280000325
1038,683756.945722225,5092253.191944417,-7.368111117000033
1039,683757.280722225,5092252.30527775,-7.3556111170000325
1040,683757.555444447,5092251.469999972,-7.344777784000033
1041,683757.782111114,5092250.680833305,-7.326722228000032
1042,683757.961000003,5092249.9313888615,-7.313666672000032
1043,683758.124333336,5092249.2230555285,-7.303111116000032
1044,683758.274333336,5092248.546388862,-7.2883888940000325
1045,683758.4285000031,5092247.9036110835,-7.281722227000032
1046,683758.594888892,5092247.29166664,-7.271722227000033
1047,683758.783500003,5092246.701944418,-7.257555560000033
1048,683758.959055559,5092245.915277751,-7.246166671000033
1049,683758.9951666701,5092244.947222196,-7.236444449000033
1050,683758.792111114,5092244.00666664,-7.219777782000033
1051,683758.340444447,5092243.296388862,-7.205055560000034
1052,683757.741555558,5092242.851111083,-7.182555560000034
1053,683757.073500002,5092242.613055527,-7.167277782000034
1054,683756.369888891,5092242.531944416,-7.155611115000034
1055,683755.647111113,5092242.574722194,-7.145333337000034
1056,683754.9304444459,5092242.70777775,-7.132555559000034
1057,683754.235444446,5092242.902499972,-7.115888892000034
1058,683753.5562777789,5092243.10777775,-7.101444448000034
1059,683753.012944446,5092243.219444417,-7.075888892000035
1060,683752.599333335,5092243.233333306,-7.063666670000035
1061,683752.2710000019,5092243.170833306,-7.053666670000035
1062,683752.003222224,5092243.05777775,-7.039777781000034
1063,683751.7865555569,5092242.918333306,-7.0289444480000345
1064,683751.618222224,5092242.771111084,-7.022555559000034
1065,683751.4921111129,5092242.626111085,-7.009222226000034
1066,683751.4048888909,5092242.486111085,-6.995333337000034
1067,683751.354611113,5092242.356388863,-6.987833337000033
1068,683751.3326666689,5092242.234166641,-6.986166670000033
1069,683751.3237777799,5092242.115277751,-6.977000003000033
1070,683751.329055558,5092242.00305553,-6.970611114000033
1071,683751.344055558,5092241.888611086,-6.967555558000034
1072,683751.36127778,5092241.765277753,-6.963388891000034
1073,683751.3785000021,5092241.637499975,-6.954500002000034
1074,683751.3998888911,5092241.500833308,-6.9447777800000345
1075,683751.4240555582,5092241.362499976,-6.935611113000035
1076,683751.4490555582,5092241.214999976,-6.9217222240000345
1077,683751.4790555582,5092241.066388865,-6.9158888910000345
1078,683751.5162777802,5092240.906944421,-6.903944447000034
1079,683751.5629444472,5092240.74583331,-6.894777780000035
1080,683751.6162777802,5092240.5847221995,-6.886444447000034
1081,683751.6760000022,5092240.416666644,-6.873388891000034
1082,683751.7435000022,5092240.247499976,-6.865611113000034
1083,683751.8226666691,5092240.072222198,-6.8703333350000335
1084,683751.9035000021,5092239.887777754,-6.8645000020000335
1085,683751.9918333351,5092239.699999976,-6.8583888910000335
1086,683752.0893333352,5092239.506388865,-6.846166669000033
1087,683752.1937777791,5092239.31083331,-6.830888891000034
1088,683752.3076666681,5092239.108611087,-6.823111113000033
1089,683752.4326666681,5092238.903888865,-6.816166669000033
1090,683752.5646111121,5092238.694444422,-6.803666669000033
1091,683752.7043333341,5092238.482777755,-6.799500002000033
1092,683752.8526666671,5092238.26333331,-6.787555558000033
1093,683753.004888889,5092238.043333311,-6.772000002000033
1094,683753.171555556,5092237.821388867,-6.762833335000034
1095,683753.342944445,5092237.599999978,-6.7567222240000335
1096,683753.5143333339,5092237.3713888675,-6.7447777800000335
1097,683753.6876666669,5092237.1405555345,-6.730333336000033
1098,683753.8682222229,5092236.9097222015,-6.715611114000033
1099,683754.0504444449,5092236.673333312,-6.708388892000033
1100,683754.2340555559,5092236.433333312,-6.699777781000034
1101,683754.4218333339,5092236.189444423,-6.696722225000034
1102,683754.6126666669,5092235.945555533,-6.692277781000034
1103,683754.8071111109,5092235.701388867,-6.677833337000035
1104,683755.0051666669,5092235.456944423,-6.662277781000035
1105,683755.2035,5092235.209999979,-6.650888892000035
1106,683755.402388889,5092234.9616666455,-6.642277781000035
1107,683755.604611111,5092234.709166645,-6.639777781000035
1108,683755.804611111,5092234.4583333125,-6.629777781000035
1109,683756.007944444,5092234.202222202,-6.6267222250000355
1110,683756.210444444,5092233.947222202,-6.626444447000035
1111,683756.413777777,5092233.683888869,-6.624500003000035
1112,683756.615999999,5092233.424166648,-6.604777781000035
1113,683756.824055555,5092233.1616666475,-6.593388892000035
1114,683757.029888888,5092232.895277758,-6.573944448000034
1115,683757.2296111101,5092232.62749998,-6.566444448000034
1116,683757.435166666,5092232.3558333125,-6.5631111150000345
1117,683757.640444444,5092232.089999979,-6.554500004000035
1118,683757.846555555,5092231.825277757,-6.543388893000035
1119,683758.057666666,5092231.563333313,-6.537555560000035
1120,683758.268777777,5092231.304444424,-6.524222227000035
1121,683758.484888888,5092231.051666646,-6.509777783000034
1122,683758.707388888,5092230.797777757,-6.503666672000034
1123,683758.93711111,5092230.54861109,-6.503944450000034
1124,683759.169333332,5092230.304999978,-6.496722228000034
1125,683759.404055554,5092230.060277756,-6.490333339000034
1126,683759.651277776,5092229.8227777565,-6.483944450000034
1127,683759.904055554,5092229.582222201,-6.481166672000034
1128,683760.1634999979,5092229.34861109,-6.476444450000034
1129,683760.4212777759,5092229.108333312,-6.470611117000034
1130,683760.6846111089,5092228.875277756,-6.460888895000035
1131,683760.9490555528,5092228.633055534,-6.460611117000035
1132,683761.2096111089,5092228.391388867,-6.445055561000035
1133,683761.4634999979,5092228.145277756,-6.436444450000035
1134,683761.7190555539,5092227.8972222,-6.423111117000035
1135,683761.966555554,5092227.648611089,-6.422000006000035
1136,683762.209888887,5092227.393611089,-6.417833339000035
1137,683762.444055554,5092227.145277756,-6.405333339000035
1138,683762.680722221,5092226.891111089,-6.409777783000035
1139,683762.9090555541,5092226.635833311,-6.400055561000035
1140,683763.13211111,5092226.380833311,-6.3917222280000345
1141,683763.347944443,5092226.123333311,-6.383944450000034
1142,683763.563777776,5092225.874166643,-6.371444450000034
1143,683763.7784999979,5092225.618055533,-6.362277783000034
1144,683763.982111109,5092225.361666644,-6.347277783000035
1145,683764.1918333309,5092225.1072222,-6.349500005000035
1146,683764.4068333309,5092224.844166644,-6.344500005000035
1147,683764.6162777749,5092224.588333311,-6.336444449000035
1148,683764.8371111079,5092224.327499977,-6.327833338000035
1149,683765.0704444409,5092224.067777756,-6.323944449000035
1150,683765.297944441,5092223.808611088,-6.315611116000035
1151,683765.534888885,5092223.536666645,-6.318388894000035
1152,683765.776555552,5092223.271944422,-6.315055561000035
1153,683766.014611108,5092223.00361109,-6.301722228000035
1154,683766.25183333,5092222.728611089,-6.293944450000034
1155,683766.497388886,5092222.454166645,-6.287555561000034
1156,683766.737388886,5092222.184444423,-6.275333339000034
1157,683766.977111108,5092221.908055534,-6.267277783000034
1158,683767.2104444411,5092221.633888867,-6.258944450000033
1159,683767.4421111081,5092221.357777756,-6.2600555610000335
1160,683767.6740555521,5092221.075833311,-6.256166672000034
1161,683767.9015555521,5092220.794166644,-6.242555561000033
1162,683768.1312777741,5092220.508611088,-6.235333339000033
1163,683768.3601666631,5092220.219722198,-6.228388895000033
1164,683768.580166663,5092219.938611087,-6.218111117000033
1165,683768.801555552,5092219.65694442,-6.210055561000033
1166,683769.02683333,5092219.386388864,-6.209222228000033
1167,683769.24683333,5092219.118611086,-6.1967222280000325
1168,683769.460166663,5092218.848888864,-6.181722228000033
1169,683769.676277774,5092218.583888864,-6.171444450000033
1170,683769.892388885,5092218.317222198,-6.167833339000033
1171,683770.103499996,5092218.05194442,-6.162277783000033
1172,683770.31544444,5092217.783333309,-6.162833339000033
1173,683770.53294444,5092217.518333309,-6.156166672000033
1174,683770.745166662,5092217.253888865,-6.1408888940000335
1175,683770.952111106,5092216.990555532,-6.1295000050000334
1176,683771.167944439,5092216.724166643,-6.132000005000034
1177,683771.37405555,5092216.466111087,-6.121166672000034
1178,683771.575722217,5092216.205833309,-6.111166672000034
1179,683771.786277773,5092215.944722198,-6.109500005000034
1180,683771.989333329,5092215.685833309,-6.097833338000034
1181,683772.185999996,5092215.422777752,-6.087000005000034
1182,683772.385166663,5092215.150833309,-6.083666672000034
1183,683772.585444441,5092214.873611087,-6.083666672000034
1184,683772.7773888849,5092214.593888865,-6.077277783000034
1185,683772.9676666629,5092214.313611086,-6.075055561000034
1186,683773.1576666628,5092214.028888864,-6.068666672000034
1187,683773.3484999958,5092213.741666642,-6.059777783000034
1188,683773.5373888848,5092213.458888864,-6.046166672000034
1189,683773.7257222178,5092213.172777753,-6.0447777830000335
1190,683773.9190555508,5092212.888333309,-6.033944450000034
1191,683774.1173888838,5092212.606666642,-6.024777783000034
1192,683774.3215555508,5092212.327222198,-6.012277783000034
1193,683774.5290555508,5092212.043888865,-6.003666672000034
1194,683774.7337777729,5092211.759444421,-5.987555561000034
1195,683774.9471111059,5092211.470277755,-5.985888894000034
1196,683775.1568333278,5092211.191388866,-5.980055561000034
1197,683775.3665555498,5092210.902499977,-5.973666672000034
1198,683775.5721111058,5092210.614999977,-5.961444450000034
1199,683775.7812777727,5092210.329166644,-5.957833339000034
1200,683775.9898888838,5092210.044444422,-5.944500006000034
1201,683776.1965555508,5092209.757499978,-5.928666673000034
1202,683776.4059999948,5092209.469166645,-5.9136666730000345
1203,683776.6148888839,5092209.179166645,-5.906722229000034
1204,683776.8251666619,5092208.884999977,-5.893111118000034
1205,683777.0368333289,5092208.592499977,-5.882833340000034
1206,683777.26044444,5092208.301666644,-5.8800555620000345
1207,683777.4765555509,5092208.002499977,-5.876444451000035
1208,683777.6954444399,5092207.7047222,-5.873666673000035
1209,683777.9187777729,5092207.412499977,-5.865611117000035
1210,683778.146555551,5092207.121666645,-5.8631111170000345
1211,683778.369055551,5092206.828611089,-5.867277784000034
1212,683778.591555551,5092206.531111089,-5.861722228000034
1213,683778.8148888841,5092206.238888866,-5.847555561000035
1214,683779.0448888841,5092205.945277755,-5.838666672000035
1215,683779.2751666621,5092205.644444422,-5.8297777830000355
1216,683779.495166662,5092205.347777755,-5.813388894000036
1217,683779.7234999951,5092205.044166644,-5.805333338000035
1218,683779.9568333281,5092204.738333311,-5.810055560000035
1219,683780.1851666612,5092204.438611089,-5.800055560000035
1220,683780.4157222172,5092204.133333311,-5.786444449000035
1221,683780.6559999952,5092203.831111089,-5.779777782000035
1222,683780.8951666622,5092203.5197222,-5.777277782000034
1223,683781.1290555511,5092203.2147222,-5.770611115000034
1224,683781.3687777731,5092202.916666645,-5.749777782000034
1225,683781.6084999951,5092202.614166644,-5.740611115000035
1226,683781.8337777731,5092202.321111089,-5.732555559000034
1227,683782.0504444401,5092202.032499977,-5.718666670000034
1228,683782.2740555512,5092201.746944421,-5.705333337000034
1229,683782.5054444402,5092201.464166643,-5.694500004000034
1230,683782.7401666621,5092201.177222199,-5.685333337000034
1231,683782.9718333292,5092200.893055532,-5.666166670000034
1232,683783.2115555512,5092200.607499976,-5.654222226000034
1233,683783.4615555512,5092200.320277753,-5.641444448000033
1234,683783.7101666621,5092200.03694442,-5.632833337000034
1235,683783.9582222181,5092199.750555531,-5.619777781000034
1236,683784.206833329,5092199.458055531,-5.611166670000034
1237,683784.442666662,5092199.156666642,-5.600055559000034
1238,683784.6693333291,5092198.853333309,-5.588944448000034
1239,683784.898777773,5092198.544999977,-5.579500004000034
1240,683785.175999995,5092198.372499976,-5.567833337000034
1241,683785.5921111059,5092198.382777754,-5.553666670000035
1242,683786.1684999949,5092198.3572221985,-5.5408888920000345
1243,683786.871555551,5092198.15083331,-5.533111114000034
1244,683787.6590555509,5092197.752777753,-5.505333336000034
1245,683788.5526666619,5092197.190277753,-5.488944447000034
1246,683789.4771111059,5092196.52194442,-5.471722225000034
1247,683790.405166662,5092195.92944442,-5.461722225000035
1248,683791.2890555509,5092195.585555531,-5.445055558000035
1249,683792.0048888839,5092195.563888864,-5.4333888910000345
1250,683792.400166662,5092195.779722197,-5.4217222240000345
1251,683792.5101666619,5092196.138888864,-5.408944446000034
1252,683792.3926666619,5092196.568611085,-5.3878333350000345
1253,683792.1243333289,5092197.023333307,-5.379500002000034
1254,683791.8126666619,5092197.502222196,-5.362833335000034
1255,683791.529333329,5092197.997499974,-5.343111113000034
1256,683791.3204444399,5092198.532499975,-5.329777780000033
1257,683791.1746111069,5092199.088611086,-5.311444447000033
1258,683791.0287777738,5092199.649444419,-5.2961666690000335
1259,683790.8512777739,5092200.211111086,-5.285888891000034
1260,683790.6273888849,5092200.772222198,-5.273666669000034
1261,683790.3743333289,5092201.335277754,-5.264500002000034
1262,683790.1190555509,5092201.895555532,-5.252000002000034
1263,683789.8626666619,5092202.460833309,-5.230611113000034
1264,683789.6598888838,5092203.085555531,-5.214777780000034
1265,683789.6309999948,5092203.7669444205,-5.200333336000034
1266,683789.7576666619,5092204.441388864,-5.185055558000034
1267,683789.8854444398,5092205.0741666425,-5.173666669000034
1268,683789.9287777728,5092205.724166643,-5.165055558000034
1269,683789.8812777728,5092206.398055532,-5.153388891000034
1270,683789.8307222169,5092207.101666643,-5.152000002000034
1271,683789.8334999948,5092207.839999977,-5.143111113000034
1272,683789.9132222169,5092208.607777755,-5.122833335000035
1273,683790.0515555498,5092209.381111088,-5.116166668000035
1274,683790.2232222168,5092210.174166644,-5.1045000010000345
1275,683790.3882222169,5092210.963888866,-5.090333334000035
1276,683790.5526666609,5092211.77083331,-5.077833334000035
1277,683790.6984999939,5092212.584722199,-5.071444445000035
1278,683790.8551666609,5092213.409722199,-5.068666667000035
1279,683791.0126666608,5092214.2322221985,-5.060888889000035
1280,683791.1351666609,5092215.047499976,-5.058666667000034
1281,683791.2018333279,5092215.872777754,-5.045333334000034
1282,683791.2273888839,5092216.700277754,-5.040333334000034
1283,683791.2546111059,5092217.533055532,-5.032000001000034
1284,683791.2984999949,5092218.3711110875,-5.0122777790000335
1285,683791.3651666619,5092219.203611087,-5.008111112000034
1286,683791.4512777729,5092220.029999976,-4.998666668000034
1287,683791.5237777729,5092220.854166643,-4.995055557000034
1288,683791.5859999949,5092221.677777754,-4.978111113000034
1289,683791.7229444389,5092222.510277754,-4.963944446000035
1290,683791.9946111059,5092223.319166643,-4.956722224000035
1291,683792.3612777729,5092224.071111087,-4.947277780000035
1292,683792.7293333289,5092224.799722197,-4.927277780000035
1293,683793.0271111069,5092225.543611087,-4.923388891000036
1294,683793.2562777739,5092226.314722198,-4.925888891000036
1295,683793.4715555519,5092227.098333309,-4.9114444470000365
1296,683793.7012777738,5092227.869444421,-4.903944447000036
1297,683793.9287777739,5092228.651388865,-4.896722225000036
1298,683794.1437777738,5092229.443888865,-4.885888892000036
1299,683794.3776666628,5092230.235277754,-4.878111114000036
1300,683794.6084999958,5092231.014444421,-4.868944447000036
1301,683794.8337777738,5092231.80333331,-4.857833336000036
1302,683795.0521111068,5092232.592777754,-4.841444447000036
1303,683795.2704444398,5092233.383611087,-4.839777780000036
1304,683795.5332222178,5092234.177499976,-4.836166669000036
1305,683795.9098888849,5092234.961666643,-4.828388891000036
1306,683796.4365555518,5092235.692499976,-4.821722224000036
1307,683797.0809999958,5092236.351666642,-4.812000002000036
1308,683797.7218333288,5092236.98583331,-4.804500002000036
1309,683798.2357222178,5092237.6505555315,-4.795611113000036
1310,683798.6098888848,5092238.385555532,-4.799777780000036
1311,683798.9046111068,5092239.140555532,-4.789777780000036
1312,683799.2059999958,5092239.897499976,-4.773944447000036
1313,683799.5221111068,5092240.6608333085,-4.766166669000036
1314,683799.8073888848,5092241.43305553,-4.7578333360000356
1315,683799.9879444408,5092242.225833308,-4.749777780000035
1316,683800.0712777738,5092243.036388864,-4.741722224000035
1317,683800.1307222178,5092243.854722197,-4.732555557000035
1318,683800.2009999958,5092244.52305553,-4.715888890000035
1319,683800.2854444399,5092245.0374999745,-4.7011666680000355
1320,683800.3776666619,5092245.431944419,-4.689222224000035
1321,683800.4665555508,5092245.73166664,-4.685888891000036
1322,683800.5429444398,5092245.969444418,-4.675888891000036
1323,683800.5996111068,5092246.14416664,-4.673388891000036
1324,683800.6423888848,5092246.279444418,-4.658111113000036
1325,683800.6823888848,5092246.378055529,-4.647277780000036
1326,683800.7173888849,5092246.43916664,-4.644222224000036
1327,683800.7540555518,5092246.477499973,-4.635611113000037
1328,683800.8037777739,5092246.494999973,-4.630333335000037
1329,683800.8693333298,5092246.4905555295,-4.618666668000037
1330,683800.9490555519,5092246.466388863,-4.6058888900000365
