,X,Y,H,Vx,Vy,Vh
0,624625.947990736,4434850.210496472,5.045071815074785,261220.14796628983,1945150.1646169228,-6.21163520055361
1,728891.6355328786,5348114.153677451,23.467897005866387,104570.7096504491,778676.4592173465,-2.480427718300506
2,727923.7195475074,5391054.3365008645,26.7404650744954,41531.285865189144,309259.88232344564,-0.9789065929168084
3,711357.383848163,5285962.260824346,27.308555793114714,16473.86089414715,122672.02299777814,-0.38206794411160017
4,698603.749315971,5197862.324370175,27.44072445135812,6533.236811389435,48649.81683162044,-0.14529239578543784
5,691184.371379017,5145214.969797253,27.393353426298695,2590.8747018484346,19293.140808913646,-0.05138854868735988
6,687339.684623885,5117572.906506696,27.250124507476347,1027.4478480445778,7651.074315865275,-0.014148633307878529
7,685470.532661472,5104027.318258564,27.098660764260664,407.44318637802553,3034.186704566703,0.0003715984371877243
8,684597.7295060736,5097668.096068587,27.180192075939036,161.56858181862884,1203.275167459356,0.006200420070210527
9,684201.242178844,5094768.835743763,27.500230099375045,64.06168489587546,477.194163668256,0.00826396062198461
10,684024.7757300674,5093475.068216847,27.511988712146007,25.39247263864081,189.25317652338248,0.009400742605365177
11,683947.4605673269,5092906.8850048315,27.3010499752747,10.056225259182192,75.06301151991843,0.009532968715373367
12,683913.9755123479,5092660.432983655,27.294869238112557,3.973869297267896,29.776858441710374,0.009655901263070652
13,683899.6598856039,5092554.599797023,27.39344797968827,1.5607169309146283,11.815795030903175,0.010200840107410786
14,683893.5741630113,5092509.535005896,27.335483222350273,0.60343896795595,4.691179639934177,0.010027939933555836
15,683891.0886770646,5092490.565617103,27.328567384625945,0.2237863762539416,1.8633586670808313,0.01002982885414466
16,683890.1407167198,5092482.614884308,27.416095451453433,0.07305498294059765,0.7408770740346537,0.01027868290926451
17,683889.7456601391,5092479.290107096,27.512665441429245,0.013351840534877965,0.29481651927536234,0.009810777093680011
18,683889.5064378483,5092477.8224635925,27.606013998423467,-0.01106819896336146,0.11760354501373779,0.010014184242892394
19,683889.3641493187,5092477.242837213,27.948473236968464,-0.020540799572569095,0.04753881833295853,0.010272554409795336
20,683889.3240473673,5092477.119784389,27.9823827358416,-0.025289405786517657,0.0202500353081774,0.010304490554856941
21,683889.3205583303,5092477.026305274,27.92386428901779,-0.026890681867215202,0.010527738790825157,0.010317123693668212
22,683889.3001358069,5092477.035040639,27.658036445316764,-0.028518023757554353,0.007560460564288481,0.010322071102383687
23,683889.3773809165,5092477.041796351,27.369706849734154,-0.028633340484031686,0.006775753661469744,0.010572098684996749
24,683889.2927480569,5092477.092935854,27.325933280368208,-0.02775749538495323,0.005509044788150121,0.010848953384824661
25,683889.2812570895,5092477.0514327055,27.425485575765222,-0.025955281893322312,0.004473721463794002,0.010888347459315705
26,683889.3514002002,5092476.954432609,27.350918435700795,-0.023996987570596012,0.004026337798390043,0.01115200309384553
27,683889.3630883569,5092476.956845206,27.16305086583568,-0.021232820401648107,0.0029271435867563884,0.01118608214145892
28,683889.3681785646,5092477.023278822,27.04491972301065,-0.018360322480983234,0.0025250022916388083,0.011447690251024717
29,683889.2895637857,5092477.138512609,26.98337675255486,-0.01569308186203665,0.001939868494462216,0.011481009244117567
30,683889.2497460904,5092477.232083115,26.970802329461858,-0.013284654666493614,0.0018486945346556517,0.011742315966379419
31,683889.3036720783,5092477.2399293035,27.00818297279976,-0.011156380253162169,0.0013162997035089832,0.011775514119371448
32,683889.2136961356,5092477.163405482,27.742194533241342,-0.008324963261316846,0.000501735856645396,0.0122850346867794
33,683889.1154668711,5092477.035937679,27.843363606296716,-0.005921965614484628,0.00014190044993902309,0.012346044155600972
34,683889.1512679918,5092477.0711694425,27.784117194289234,-0.004291930502630909,-0.00017828236163398977,0.0128663378021447
35,683889.2228139581,5092477.020075735,27.574161271426277,-0.003749564847308937,-0.0014752722507703085,0.012931733650950126
36,683889.2561042549,5092477.047733422,27.34165442759241,-0.0038530612762176985,-0.00238155942785925,0.013205734002457354
37,683889.2320574776,5092477.039891816,27.090556690783167,-0.0035756944949210537,-0.002529663185694137,0.013492020867179906
38,683889.208235626,5092477.054625075,26.891599856769226,-0.0035361522057396275,-0.0028364541603758263,0.013535123532757274
39,683889.2065585228,5092477.084900876,26.846689057871583,-0.003768509095824212,-0.0018953485258479486,0.013552261554636243
40,683889.230505329,5092476.900714835,27.038541825802163,-0.004782468279885957,-0.0003156504543583732,0.0138072070021383
41,683889.251579563,5092476.899602197,27.123399664867637,-0.006143183891735219,0.0013767711550012952,0.0140859198293477
42,683889.2469961115,5092476.888370378,27.04668541392078,-0.00781909274216861,0.003113734687527918,0.01412595867819948
43,683889.218025982,5092476.954451544,27.217643064644175,-0.009549554592957218,0.004868439928293505,0.014389981412389485
44,683889.1628337217,5092476.952619997,27.289217212746422,-0.011301656188395315,0.006878122293886665,0.014672295125221835
45,683889.0865483837,5092476.970206803,27.18172412760468,-0.012566176191643446,0.009414706150323589,0.014713756334713581
46,683889.1135094733,5092477.053838989,27.20912418246518,-0.013777989459788914,0.011523249838328349,0.014978310410602927
47,683889.0516699146,5092477.069862413,27.35571604690679,-0.014721166177457761,0.013602809085713418,0.015012816522875724
48,683889.0031736548,5092477.224348489,27.328926398549374,-0.01587616178532778,0.0161672181983643,0.015026454612434334
49,683889.1402629581,5092477.285820238,27.068280960312315,-0.01679630511398601,0.018782807123811234,0.015031793374790551
50,683889.1761709262,5092477.288408342,27.041330618306993,-0.017942344201940876,0.020922556995779242,0.015033970803966635
51,683889.1754240828,5092477.317652942,27.244161596557177,-0.01935551442518533,0.02202226175867881,0.015034903452984688
52,683889.2285749647,5092477.378622459,27.3647175116286,-0.020059776505993807,0.021998993574595557,0.014787178579979979
53,683889.2414373292,5092477.215375825,27.412203600788022,-0.020942477513093846,0.02181192069719266,0.014759361263071985
