,X,Y,H,Vx,Vy,Vh
0,624625.947990736,4434850.210496472,5.045071815074785,261220.14796628983,1945150.1646169228,-6.21163520055361
1,728891.7166401921,5348114.233000304,23.54326157014007,104571.07357482525,778676.8231418964,-2.1165030428505656
2,727923.9223294371,5391054.537584589,26.937614352570037,41531.79145746985,309260.38791625656,-0.473313386020599
3,711357.6681805447,5285962.544211829,27.589609976536238,16474.422047904718,122672.58415240105,0.1790873348347231
4,698604.0786968671,5197862.653363289,27.76857681180047,6533.819889232649,48650.39991056999,0.4377873982936984
5,691184.7235186717,5145215.321825425,27.744842424297676,2591.4664560218907,19293.73256434461,0.5403678449890945
6,687340.047655131,5117573.269559225,27.61289769922312,1028.0430400679672,7651.669509233436,0.581045765246553
7,685470.900730556,5104027.686411973,27.46662756931244,408.03974127357344,3034.783260854666,0.5969289531244717
8,684598.0998586571,5097668.466512993,27.550497044530342,162.16567710710177,1203.872264165223,0.6032982112263754
9,684201.6135318135,5094769.20720175,27.871566995487065,64.65899447221115,477.79147467489634,0.6055760615970649
10,684025.147519657,5093475.440117018,27.883774711085795,25.989867191239107,189.8505725129686,0.6067978306929469
11,683947.8325560889,5092907.257095731,27.67302514957035,10.65365350957321,75.66044121080657,0.6069637598448823
12,683914.3475755545,5092660.8051560605,27.66692930013333,4.571310910572976,30.374301497570308,0.6071000579345944
13,683900.0319909374,5092554.972003989,27.765544033925682,2.158163843267281,12.413243387080936,0.6076502971112512
14,683893.9462755137,5092509.907235083,27.707594381360362,1.2008879814742919,5.288630098304953,0.6074794988555354
15,683891.4607924746,5092490.937847912,27.700680703540513,0.8212362228014232,2.4608099593523285,0.6074822212956914
16,683890.5128440985,5092482.987115675,27.788213807360428,0.6705051596998217,1.3383286972519643,0.6077314058666985
17,683890.117781902,5092479.662338752,27.884785950459495,0.6108021480273407,0.8922682739809662,0.607263631090333
18,683889.8785571253,5092478.194695394,27.9781353628675,0.5863821601686765,0.715055352108656,0.6074670901729853
19,683889.7362783041,5092477.6150767375,28.320590792429577,0.5769095799060024,0.6449906464795594,0.6077254808977415
20,683889.6961697922,5092477.492019467,28.354502841263702,0.5721609815463584,0.617701872049413,0.6077574251627937
21,683889.6926778769,5092477.398538381,28.295985515082315,0.5705597083768861,0.6079795791910405,0.6077700614884303
22,683889.6722649012,5092477.407272986,28.030158099684748,0.568932367509585,0.6050123026623879,0.6077750101282189
23,683889.7495033822,5092477.414028407,27.74182866371256,0.5688170509745138,0.6042275966783355,0.6080250381665211
24,683889.6648782667,5092477.465175448,27.69805100723175,0.5696928960284315,0.6029608884448547,0.6083018930097495
25,683889.6533799713,5092477.423667784,27.797605743064207,0.5714951092915406,0.6019255656200704,0.6083412871084861
26,683889.7235199139,5092477.326665686,27.723039679943238,0.5734534033213772,0.6014781824029478,0.608604942719299
27,683889.7352175111,5092477.329077511,27.535172520901135,0.5762175702431525,0.6003789886154594,0.6086390217247581
28,683889.7403010469,5092477.395510832,27.417041530688337,0.5790900678515492,0.5999768477334968,0.6089006297850623
29,683889.6616833451,5092477.51075215,27.355498616308672,0.5817573081430756,0.599391714375096,0.6089339487261429
30,683889.6218751838,5092477.604318142,27.342920065614187,0.5841657350772382,0.5993005408346306,0.6091952553904529
31,683889.6757945336,5092477.612162331,27.3803031355003,0.5862940091723949,0.5987681464194423,0.6092284534878161
32,683889.5858263351,5092477.535637738,28.1143157676465,0.5891254259168657,0.5979535829834082,0.6097379739997988
33,683889.4875897387,5092477.4081772845,28.21548524952145,0.5915284232547404,0.5975937480145641,0.6097989834138569
34,683889.5233876895,5092477.443404469,28.156238989356844,0.593158458041569,0.5972735656217405,0.6103192770061037
35,683889.5949430999,5092477.392308737,27.946283122273798,0.5937008234368197,0.5959765761479865,0.6103846728008644
36,683889.6282267221,5092477.419965644,27.713772149205795,0.5935973266902752,0.5950702893811237,0.610658673093573
37,683889.6041876777,5092477.41212374,27.462676839785562,0.5938746932243908,0.5949221860300387,0.6109449599022949
38,683889.5803584874,5092477.42686452,27.263721077849826,0.5939142352045641,0.5946153954905944,0.610988062512263
39,683889.5786782117,5092477.4571358105,27.218810687913713,0.5936818779892967,0.5955565015421667,0.6110052004792699
40,683889.6026344635,5092477.272947773,27.410663607739313,0.5926679185450106,0.5971362000277933,0.6112601458723956
41,683889.6237020211,5092477.271834364,27.49552150260331,0.5913072026153097,0.5988286220463643,0.6115388586454933
42,683889.6191263043,5092477.260609885,27.41880727145693,0.5896312935175219,0.6005655860151113,0.6115788974403591
43,683889.5901488343,5092477.326686478,27.589760777602393,0.5879008313575029,0.6023202916730808,0.6118429201157365
44,683889.5349534006,5092477.324852909,27.66133734896876,0.5861487294366468,0.6043299744525357,0.6121252337725249
45,683889.4586775106,5092477.342438935,27.553845334397085,0.5848842091729851,0.6068665587176993,0.6121666949263493
46,683889.4856319221,5092477.426078455,27.581245797643454,0.583672395586756,0.6089751028412953,0.6124312489473023
47,683889.4238001,5092477.442097307,27.72783781375801,0.5827292186215527,0.6110546625052411,0.612465755005132
48,683889.3752964977,5092477.596581362,27.701048221112792,0.5815742227042278,0.6136190720310957,0.6124793930405108
49,683889.5123826272,5092477.65805996,27.44040280264206,0.5806540790499144,0.6162346613948981,0.6124847317488125
50,683889.5483000453,5092477.660643313,27.413452466837573,0.5795080397013559,0.618374411684683,0.6124869091239884
51,683889.5475465222,5092477.689885825,27.616283446140443,0.5780948691597967,0.6194741168611493,0.6124878417190263
52,683889.6007051426,5092477.750854539,27.73683520725487,0.5773906068312742,0.6194508490850426,0.6122401167871561
53,683889.613560163,5092477.58761522,27.784323718280806,0.5765079055144935,0.6192637766421769,0.6122122994141312
54,683889.5786726169,5092477.471895683,27.474725089099106,0.5761210128461045,0.6187639071001054,0.612201164265288
55,683889.6433463892,5092477.428356092,27.32433990722415,0.5755420519766417,0.6184585529228701,0.6121967848822598
56,683889.57220817,5092477.338288073,27.68144525988896,0.5754530989973783,0.6191520960643178,0.6119471161920265
57,683889.5973179078,5092477.302454032,27.684565760176238,0.5754179861185957,0.6207043162560661,0.6116703824988012
58,683889.592783777,5092477.469637426,27.556568467373374,0.5761482464030674,0.6218897248157063,0.6116310398374776
59,683889.6436693047,5092477.443297759,27.29546548394209,0.5769708466859391,0.6223259560053536,0.6113673183410031
60,683889.6668008685,5092477.480101664,27.03356980225401,0.5775818437168105,0.62267663592664,0.6110850955848186
61,683889.6662317856,5092477.573035975,27.164625845998476,0.5794197505441803,0.623241471507264,0.611043729207714
62,683889.7330741448,5092477.693994749,27.20430371983044,0.5818883166131728,0.6238207678975127,0.6107792294079766
63,683889.7026010551,5092477.807280796,27.2449400271905,0.585210030777795,0.6239096078080084,0.6107447812088973
64,683889.6765786327,5092477.733603685,27.39626338104114,0.5891550686183236,0.6241927384556216,0.6104830738677312
65,683889.615826019,5092477.680760845,27.381985492308303,0.592710192032472,0.6229941945257675,0.6102016100559351
66,683889.5237399413,5092477.710248115,27.671557756622967,0.5967477320161236,0.6211346421135497,0.6099124404576486
67,683889.4683149784,5092477.682765115,27.90813047085051,0.6000915922052366,0.6189056400088597,0.6096201213771066
68,683889.4227811303,5092477.65862287,28.11203704163905,0.6013870366161898,0.6156083086070321,0.6093265536127135
69,683889.3359379052,5092477.741034915,28.020052734557694,0.6019374395920134,0.6126653403722915,0.6092804922239985
70,683889.3302457771,5092477.705894215,27.774955338581314,0.6020854157533568,0.6097218090097243,0.6087660200240896
71,683889.3264779325,5092477.7631760705,27.529313263866477,0.6018960362831463,0.60727439491102,0.6082067220664868
72,683889.3595673253,5092477.8986326335,27.142331724380313,0.6016433731993998,0.6036424495267789,0.6081257671557545
73,683889.3447786047,5092477.920744848,27.055254832121634,0.6013654575401446,0.5998927939466967,0.6075975889742511
74,683889.3399960984,5092477.925445625,26.672544161321543,0.6008295483616426,0.5970888445114158,0.6070327840022094
75,683889.3449198846,5092477.943637755,26.92169788600037,0.600261774212711,0.594874345028684,0.6067017842132787
76,683889.3307721592,5092477.819322769,27.044557481599618,0.5994332350315783,0.5934968036155239,0.6063928628548312
77,683889.4378396032,5092477.869334065,26.99203086173821,0.5978277562293854,0.5934805205681377,0.6058445936360264
78,683889.5480623009,5092477.806230036,27.082282032210603,0.5963733742929616,0.5936515993953373,0.6055200131472727
79,683889.542483697,5092477.829826432,27.448218642183722,0.5944120788394316,0.5946413865408986,0.6052137412990197
80,683889.5583012395,5092477.714348722,27.53142505470468,0.5928870341204637,0.5954962354839308,0.6046664984562269
81,683889.5777542894,5092477.609031687,27.429936193857674,0.5918902412297562,0.5968642985133215,0.6043422306589559
82,683889.6582505098,5092477.7160783205,27.41291234187325,0.5909621595486758,0.5982951993744892,0.6040360203064439
